,unit_id,topic,text,jobids,majority,agreement,NK,NPR,AM,KN,SH,NR,JE,WA,GPT-1shot,GPT-5shot,GPT-16shot,GPT-35shot
5544,b0dd1e27762889a89cdc18acd8de72dbc7b952aaba3c9da889eaf6a1-43-Volt,Agriculture,"Wat betreft de stikstofuitstoot behalen alle vijf partijen die hun programma voorlegden aan het PBL op papier een beter resultaat dan het huidige kabinetsbeleid.Bij VVD, ChristenUnie en **Volt** blijft het door het ministerie van Landbouw gestelde reductiedoel echter buiten bereik, terwijl dat doel wel haalbaar is (maar niet met zekerheid) als de plannen van D66 en GroenLinks- PvdA worden uitgevoerd.De VVD laat de veestapel met circa 10 procent krimpen, de ChristenUnie circa 20 procent en de andere drie partijen 30 tot 35 procent.",715,R,1.0,R,,,,,,,,,,,
5545,b0dd1e27762889a89cdc18acd8de72dbc7b952aaba3c9da889eaf6a1-44-CU,Agriculture,"Bij VVD, ChristenUnie en Volt blijft het door het ministerie van Landbouw gestelde reductiedoel echter buiten bereik, terwijl dat doel wel haalbaar is (maar niet met zekerheid) als de plannen van D66 en GroenLinks- PvdA worden uitgevoerd.De VVD laat de veestapel met circa 10 procent krimpen, de **ChristenUnie** circa 20 procent en de andere drie partijen 30 tot 35 procent.Het klimaatdoel van 55 procent broeikasgasreductie in 2030 wordt alleen door Volt met zekerheid gehaald.",652,L,0.5,L,,N,L,,N,,,,,,
5546,b0dd1e27762889a89cdc18acd8de72dbc7b952aaba3c9da889eaf6a1-44-VVD,Agriculture,"Bij VVD, ChristenUnie en Volt blijft het door het ministerie van Landbouw gestelde reductiedoel echter buiten bereik, terwijl dat doel wel haalbaar is (maar niet met zekerheid) als de plannen van D66 en GroenLinks- PvdA worden uitgevoerd.De **VVD** laat de veestapel met circa 10 procent krimpen, de ChristenUnie circa 20 procent en de andere drie partijen 30 tot 35 procent.Het klimaatdoel van 55 procent broeikasgasreductie in 2030 wordt alleen door Volt met zekerheid gehaald.",652,L,0.5,L,,N,L,,N,,,,,,
5547,b0dd1e27762889a89cdc18acd8de72dbc7b952aaba3c9da889eaf6a1-45-Volt,Environment,"De VVD laat de veestapel met circa 10 procent krimpen, de ChristenUnie circa 20 procent en de andere drie partijen 30 tot 35 procent.Het klimaatdoel van 55 procent broeikasgasreductie in 2030 wordt alleen door **Volt** met zekerheid gehaald.Bij D66 en GroenLinks-PvdA is dat bijna zeker.",616,L,1.0,L,,L,,,,,,,,,
5548,b0dd1e27762889a89cdc18acd8de72dbc7b952aaba3c9da889eaf6a1-46-D66,Environment,"Het klimaatdoel van 55 procent broeikasgasreductie in 2030 wordt alleen door Volt met zekerheid gehaald.Bij **D66** en GroenLinks-PvdA is dat bijna zeker.Met de verkiezingsprogramma's van VVD en ChristenUnie is het doel binnen bereik, maar is de kans groter dat het niet gehaald wordt.",616,L,1.0,L,,L,,,,,,,,,
5549,b0dd1e27762889a89cdc18acd8de72dbc7b952aaba3c9da889eaf6a1-46-GL/PvdA,Environment,"Het klimaatdoel van 55 procent broeikasgasreductie in 2030 wordt alleen door Volt met zekerheid gehaald.Bij D66 en **GroenLinks-PvdA** is dat bijna zeker.Met de verkiezingsprogramma's van VVD en ChristenUnie is het doel binnen bereik, maar is de kans groter dat het niet gehaald wordt.",616,L,1.0,L,,L,,,,,,,,,
5550,b0dd1e27762889a89cdc18acd8de72dbc7b952aaba3c9da889eaf6a1-47-CU,Environment,"Bij D66 en GroenLinks-PvdA is dat bijna zeker.Met de verkiezingsprogramma's van VVD en **ChristenUnie** is het doel binnen bereik, maar is de kans groter dat het niet gehaald wordt.Alle vijf partijen behalen op klimaatgebied betere resultaten dan het demissionaire kabinet.",616,L,1.0,L,,L,,,,,,,,,
5551,b0dd1e27762889a89cdc18acd8de72dbc7b952aaba3c9da889eaf6a1-47-VVD,Environment,"Bij D66 en GroenLinks-PvdA is dat bijna zeker.Met de verkiezingsprogramma's van **VVD** en ChristenUnie is het doel binnen bereik, maar is de kans groter dat het niet gehaald wordt.Alle vijf partijen behalen op klimaatgebied betere resultaten dan het demissionaire kabinet.",616,L,1.0,L,,L,,,,,,,,,
5552,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-1-Overig,CivilRights,"Verkiezingen Chris Stoffer, de **lijsttrekker** van SGP, kreeg donderdag kritiek van andere partijen toen hij demonstranten bij een abortuskliniek bezocht.„Dit is niet Hongarije, of Texas, of Polen, dit gebeurt in Nederland.”,„We hebben een heel gezegende ochtend gehad”, is het eerste wat ‘waker’ Dirkje Slingeland (36) zegt als SGP-lijsttrekker Chris Stoffer op haar komt aflopen.",514,N,1.0,,,N,N,,,,,,,,
5553,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-1-SGP,CivilRights,"Verkiezingen Chris **Stoffer**, de lijsttrekker van **SGP**, kreeg donderdag kritiek van andere partijen toen hij demonstranten bij een abortuskliniek bezocht.„Dit is niet Hongarije, of Texas, of Polen, dit gebeurt in Nederland.”,„We hebben een heel gezegende ochtend gehad”, is het eerste wat ‘waker’ Dirkje Slingeland (36) zegt als SGP-lijsttrekker Chris Stoffer op haar komt aflopen.",514,N,1.0,,,N,N,,,,,,,,
5554,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-10-SGP,CivilRights,"Vecht voor jezelf!’ staat in de folders die ze uitdelen aan vrouwen die hun zwangerschap willen afbreken.Stipt om 11 uur arriveert Chris **Stoffer**, die de ‘wakers’ bezoekt in het kader van ‘de Week van het Leven’.En natuurlijk omdat de verkiezingscampagne in volle gang is.",514,R,1.0,,,R,R,,,,,,,,
5555,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-12-SGP,CivilRights,"En natuurlijk omdat de verkiezingscampagne in volle gang is.Bescherming van het ongeboren leven is een belangrijk speerpunt in de **SGP-campagne**, legt **Stoffer** uit.Hij betreurt het dat het parlement de afgelopen jaren instemde met het afschaffen van de verplichte bedenktijd van vijf dagen en dat de abortuspil beschikbaar is geworden via de huisarts.",524,R,1.0,R,,,,R,,,,,,,
5556,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-14-SGP,CivilRights,"Hij betreurt het dat het parlement de afgelopen jaren instemde met het afschaffen van de verplichte bedenktijd van vijf dagen en dat de abortuspil beschikbaar is geworden via de huisarts.Allemaal maatregelen die abortus te gemakkelijk maken, vindt **Stoffer**.In 2021 werden 31.049 abortussen uitgevoerd.",514,R,1.0,,,R,R,,,,,,,,
5557,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-19-SGP,CivilRights,"‘Intimiderend’Dat **Stoffer** persoonlijk bij de abortuskliniek staat, is omstreden.Progressieve partijen in de Tweede Kamer vroegen de afgelopen jaren geregeld om een verbod op demonstraties bij de klinieken.","514,663",R,0.6666666666666666,R,,R,N,,,,,,,,
5558,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-2-Overig,CivilRights,"Verkiezingen Chris Stoffer, de lijsttrekker van SGP, kreeg donderdag kritiek van andere partijen toen hij demonstranten bij een abortuskliniek bezocht.„Dit is niet Hongarije, of Texas, of Polen, dit gebeurt in Nederland.”,„We hebben een heel gezegende ochtend gehad”, is het eerste wat ‘waker’ Dirkje Slingeland (36) zegt als **SGP-lijsttrekker** Chris Stoffer op haar komt aflopen.„We hebben een kindje gered, en misschien wel twee.”",514,N,1.0,,,N,N,,,,,,,,
5559,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-2-SGP,CivilRights,"Verkiezingen Chris Stoffer, de lijsttrekker van SGP, kreeg donderdag kritiek van andere partijen toen hij demonstranten bij een abortuskliniek bezocht.„Dit is niet Hongarije, of Texas, of Polen, dit gebeurt in Nederland.”,„We hebben een heel gezegende ochtend gehad”, is het eerste wat ‘waker’ Dirkje Slingeland (36) zegt als **SGP-lijsttrekker** Chris **Stoffer** op haar komt aflopen.„We hebben een kindje gered, en misschien wel twee.”",514,N,1.0,,,N,N,,,,,,,,
5560,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-21-SGP,CivilRights,Progressieve partijen in de Tweede Kamer vroegen de afgelopen jaren geregeld om een verbod op demonstraties bij de klinieken.Andere politici reageerden donderdag dan ook afkeurend op de actie van **Stoffer**.VVD-lijsttrekker Dilan Yesilgöz schrijft op X dat ze klaar is met „dit oerconservatieve gedoe” en noemt het betogen voor de deur van een abortuskliniek „ronduit intimiderend”.,514,R,1.0,,,R,R,,,,,,,,
5561,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-22-Overig,CivilRights,"Andere politici reageerden donderdag dan ook afkeurend op de actie van Stoffer.**VVD-lijsttrekker** Dilan Yesilgöz schrijft op X dat ze klaar is met „dit oerconservatieve gedoe” en noemt het betogen voor de deur van een abortuskliniek „ronduit intimiderend”.„Dit is niet Hongarije, of Texas, of Polen, dit gebeurt in Nederland”, twitterde GroenLinks-Kamerlid Corinne Ellemeet, mede-initiatiefnemer van het schrappen van de vaste beraadtermijn uit de wet.",514,L,1.0,,,L,L,,,,,,,,
5562,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-22-VVD,CivilRights,"Andere politici reageerden donderdag dan ook afkeurend op de actie van Stoffer.**VVD-lijsttrekker** Dilan **Yesilgöz** schrijft op X dat ze klaar is met „dit oerconservatieve gedoe” en noemt het betogen voor de deur van een abortuskliniek „ronduit intimiderend”.„Dit is niet Hongarije, of Texas, of Polen, dit gebeurt in Nederland”, twitterde GroenLinks-Kamerlid Corinne Ellemeet, mede-initiatiefnemer van het schrappen van de vaste beraadtermijn uit de wet.",525,L,1.0,L,L,,,,,,,,,,
5563,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-23-GL/PvdA,CivilRights,"VVD-lijsttrekker Dilan Yesilgöz schrijft op X dat ze klaar is met „dit oerconservatieve gedoe” en noemt het betogen voor de deur van een abortuskliniek „ronduit intimiderend”.„Dit is niet Hongarije, of Texas, of Polen, dit gebeurt in Nederland”, twitterde **GroenLinks-Kamerlid** Corinne Ellemeet, mede-initiatiefnemer van het schrappen van de vaste beraadtermijn uit de wet.Stoffer kan zich op zijn beurt niet voorstellen dat bezoekers van de abortuskliniek zich bedreigd kunnen voelen door de pro-life-‘wakers’, zegt hij.",514,L,1.0,,,L,L,,,,,,,,
5564,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-23-Overig,CivilRights,"VVD-lijsttrekker Dilan Yesilgöz schrijft op X dat ze klaar is met „dit oerconservatieve gedoe” en noemt het betogen voor de deur van een abortuskliniek „ronduit intimiderend”.„Dit is niet Hongarije, of Texas, of Polen, dit gebeurt in Nederland”, twitterde **GroenLinks-Kamerlid** Corinne Ellemeet, mede-initiatiefnemer van het schrappen van de vaste beraadtermijn uit de wet.Stoffer kan zich op zijn beurt niet voorstellen dat bezoekers van de abortuskliniek zich bedreigd kunnen voelen door de pro-life-‘wakers’, zegt hij.",514,L,1.0,,,L,L,,,,,,,,
5565,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-24-SGP,CivilRights,"„Dit is niet Hongarije, of Texas, of Polen, dit gebeurt in Nederland”, twitterde GroenLinks-Kamerlid Corinne Ellemeet, mede-initiatiefnemer van het schrappen van de vaste beraadtermijn uit de wet.**Stoffer** kan zich op zijn beurt niet voorstellen dat bezoekers van de abortuskliniek zich bedreigd kunnen voelen door de pro-life-‘wakers’, zegt hij.Intimideren is volgens de lijsttrekker in ieder geval niet hun intentie, en de dames zien er volgens hem bepaald niet opdringerig uit.","514,667,663",R,0.75,R,,R,N,,,R,,,,,
5566,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-25-Overig,CivilRights,"Stoffer kan zich op zijn beurt niet voorstellen dat bezoekers van de abortuskliniek zich bedreigd kunnen voelen door de pro-life-‘wakers’, zegt hij.Intimideren is volgens de **lijsttrekker** in ieder geval niet hun intentie, en de dames zien er volgens hem bepaald niet opdringerig uit.„Ik vind dat ze het op een mooie manier doen.”","514,654",R,0.6666666666666666,R,,R,N,,,,,,,,
5567,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-28-SGP,CivilRights,"De pro-life-‘wakers’ zelf geven toe dat de inhoud van de folder confronterend kan zijn, zeker voor vrouwen die hun abortus wél doorzetten.**Stoffer** benadrukt dat vrouwen de flyer niet hoeven te lezen: „Je kunt ook denken, ik neem hem niet aan of gooi hem weg.”Het duidelijke anti-abortusstandpunt van de SGP is niet nieuw, maar wel de manier waarop Stoffer zich nu bij de kliniek profileert.",514,R,1.0,,,R,R,,,,,,,,
5568,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-29-SGP,CivilRights,"Stoffer benadrukt dat vrouwen de flyer niet hoeven te lezen: „Je kunt ook denken, ik neem hem niet aan of gooi hem weg.”Het duidelijke anti-abortusstandpunt van de **SGP** is niet nieuw, maar wel de manier waarop **Stoffer** zich nu bij de kliniek profileert.Zijn stijl lijkt wat activistischer dan die van zijn voorganger Kees van der Staaij.",514,R,1.0,,,R,R,,,,,,,,
5569,b108eadf74c637825e81896681bfae2224dca55e0328a9688cd44740-1-GL/PvdA,Agriculture,Partij hekelt stikstofkoers **Timmermans**Den Haag De stikstofkoers die PvdA/GL’er Frans Timmermans voert blijkt in de eigen gelederen niet te worden gepruimd.,697,N,1.0,N,,N,,,,,,,,,
5570,b108eadf74c637825e81896681bfae2224dca55e0328a9688cd44740-2-GL/PvdA,Agriculture,"Partij hekelt stikstofkoers TimmermansDen Haag De stikstofkoers die **PvdA/GL’er** Frans **Timmermans** voert blijkt in de eigen gelederen niet te worden gepruimd.Hoewel de partijleider in debatten aangeeft dat hij de stikstofdoelen niet wil vastleggen op een jaartal, zegt Kamerlid en landbouwwoordvoerder Laura Bromet juist dat halvering van de stikstofuitstoot in 2030 wat haar betreft wél overeind staat.",697,N,1.0,N,,N,,,,,,,,,
5571,b108eadf74c637825e81896681bfae2224dca55e0328a9688cd44740-3-Overig,Agriculture,"Den Haag De stikstofkoers die PvdA/GL’er Frans Timmermans voert blijkt in de eigen gelederen niet te worden gepruimd.Hoewel de **partijleider** in debatten aangeeft dat hij de stikstofdoelen niet wil vastleggen op een jaartal, zegt **Kamerlid** en landbouwwoordvoerder Laura Bromet juist dat halvering van de stikstofuitstoot in 2030 wat haar betreft wél overeind staat.De vorige coalitie wilde de stikstofuitstoot versneld halveren.",697,N,1.0,N,,N,,,,,,,,,
5572,b108eadf74c637825e81896681bfae2224dca55e0328a9688cd44740-6-GL/PvdA,Agriculture,"In 2030 zou dat gebeurd moeten zijn, niet alleen om de natuur te herstellen maar ook om wegen- en huizenbouw weer op gang te krijgen.**Timmermans** laat dat jaartal varen, zo gaf hij aan in het RTL-verkiezingsdebat.Dat steekt leden van de fusieclub.",697,N,1.0,N,,N,,,,,,,,,
5573,b108eadf74c637825e81896681bfae2224dca55e0328a9688cd44740-6-GL/PvdA,Environment,"In 2030 zou dat gebeurd moeten zijn, niet alleen om de natuur te herstellen maar ook om wegen- en huizenbouw weer op gang te krijgen.**Timmermans** laat dat jaartal varen, zo gaf hij aan in het RTL-verkiezingsdebat.Dat steekt leden van de fusieclub.","671,606,676",N,0.75,N,N,N,R,,,,,,,,
5574,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-100-CU,CivilRights,"Daarnaast moet er een arts bij betrokken worden.De **ChristenUnie** heeft ook na de aanpassingen nog felle kritiek.""De samenleving moet ouderdom eren in plaats van deze 'voltooidlevenwet' faciliteren"", zegt Bikker.",507,R,1.0,R,,R,,,,,,,,,
5575,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-101-CU,CivilRights,"De ChristenUnie heeft ook na de aanpassingen nog felle kritiek.""De samenleving moet ouderdom eren in plaats van deze 'voltooidlevenwet' faciliteren"", zegt **Bikker**.De regeringspartijen ChristenUnie en D66 botsen vaak over medisch-ethische onderwerpen.",507,R,1.0,R,,R,,,,,,,,,
5576,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-102-CU,CivilRights,"""De samenleving moet ouderdom eren in plaats van deze 'voltooidlevenwet' faciliteren"", zegt Bikker.De regeringspartijen **ChristenUnie** en D66 botsen vaak over medisch-ethische onderwerpen.Die werden bij de laatste twee formaties min of meer geparkeerd.",507,R,1.0,R,,R,,,,,,,,,
5577,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-102-D66,CivilRights,"""De samenleving moet ouderdom eren in plaats van deze 'voltooidlevenwet' faciliteren"", zegt Bikker.De regeringspartijen ChristenUnie en **D66** botsen vaak over medisch-ethische onderwerpen.Die werden bij de laatste twee formaties min of meer geparkeerd.","655,524",N,0.6666666666666666,N,,N,,L,,,,,,,
5578,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-117-NSC,CivilRights,"""Zijn eigen kiezer zal hem hopelijk overtuigen"", zegt hij.**Omtzigt** heeft eerder gezegd dat hij weinig zin heeft in regeren met de PVV, omdat de standpunten van die partij ""aan de rechtsstaat raken"".Ook de uitspraak van Wilders dat de scherpe kantjes er vanaf zijn bij hem, veranderde daar niets aan.","507,661,665",L,0.5,N,L,L,N,,,,,,,,
5579,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-117-NSC,Immigration,"""Zijn eigen kiezer zal hem hopelijk overtuigen"", zegt hij.**Omtzigt** heeft eerder gezegd dat hij weinig zin heeft in regeren met de PVV, omdat de standpunten van die partij ""aan de rechtsstaat raken"".Ook de uitspraak van Wilders dat de scherpe kantjes er vanaf zijn bij hem, veranderde daar niets aan.",532,N,1.0,N,,,N,,,,,,,,
5580,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-117-PVV,CivilRights,"""Zijn eigen kiezer zal hem hopelijk overtuigen"", zegt hij.Omtzigt heeft eerder gezegd dat hij weinig zin heeft in regeren met de **PVV**, omdat de standpunten van die partij ""aan de rechtsstaat raken"".Ook de uitspraak van Wilders dat de scherpe kantjes er vanaf zijn bij hem, veranderde daar niets aan.","507,667,665",R,0.75,N,R,R,,,,R,,,,,
5581,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-118-PVV,Immigration,"Omtzigt heeft eerder gezegd dat hij weinig zin heeft in regeren met de PVV, omdat de standpunten van die partij ""aan de rechtsstaat raken"".Ook de uitspraak van **Wilders** dat de scherpe kantjes er vanaf zijn bij hem, veranderde daar niets aan.Wilders zegt nu dat het zonder de PVV moeilijk wordt voor een nieuw kabinet om echt iets aan de asielinstroom te doen.",532,N,0.5,R,,,N,,,,,,,,
5582,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-119-PVV,Immigration,"Ook de uitspraak van Wilders dat de scherpe kantjes er vanaf zijn bij hem, veranderde daar niets aan.**Wilders** zegt nu dat het zonder de **PVV** moeilijk wordt voor een nieuw kabinet om echt iets aan de asielinstroom te doen.NSC wil het migratiesaldo terugbrengen tot 50.000 mensen per jaar, de PVV wil het liefst een totale asielstop.",532,R,1.0,R,,,R,,,,,,,,
5583,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-120-NSC,Immigration,"Wilders zegt nu dat het zonder de PVV moeilijk wordt voor een nieuw kabinet om echt iets aan de asielinstroom te doen.**NSC** wil het migratiesaldo terugbrengen tot 50.000 mensen per jaar, de PVV wil het liefst een totale asielstop.09:56",532,R,1.0,R,,,R,,,,,,,,
5584,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-120-PVV,Immigration,"Wilders zegt nu dat het zonder de PVV moeilijk wordt voor een nieuw kabinet om echt iets aan de asielinstroom te doen.NSC wil het migratiesaldo terugbrengen tot 50.000 mensen per jaar, de **PVV** wil het liefst een totale asielstop.09:56",532,R,1.0,R,,,R,,,,,,,,
5585,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-134-SP,Immigration,"09:00**Marijnissen** maakt zich zorgen over zorg, arbeidsmigratie en studieschuldSP-lijsttrekker Lilian Marijnissen was te gast bij het NOS Radio 1 Journaal.",532,N,1.0,N,,,N,,,,,,,,
5586,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-134-SP,Economic,"09:00**Marijnissen** maakt zich zorgen over zorg, arbeidsmigratie en studieschuldSP-lijsttrekker Lilian Marijnissen was te gast bij het NOS Radio 1 Journaal.",633,N,1.0,N,N,,,,,,,,,,
5587,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-135-Overig,Immigration,"Marijnissen maakt zich zorgen over zorg, arbeidsmigratie en studieschuld**SP-lijsttrekker** Lilian Marijnissen was te gast bij het NOS Radio 1 Journaal.Ze biechtte op dat het erg vroeg voor haar was, want ze is eigenlijk geen ochtendmens.",532,N,1.0,N,,,N,,,,,,,,
5588,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-135-Overig,Economic,"Marijnissen maakt zich zorgen over zorg, arbeidsmigratie en studieschuld**SP-lijsttrekker** Lilian Marijnissen was te gast bij het NOS Radio 1 Journaal.Ze biechtte op dat het erg vroeg voor haar was, want ze is eigenlijk geen ochtendmens.",633,N,1.0,N,N,,,,,,,,,,
5589,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-135-SP,Immigration,"Marijnissen maakt zich zorgen over zorg, arbeidsmigratie en studieschuldSP-lijsttrekker Lilian **Marijnissen** was te gast bij het NOS Radio 1 Journaal.Ze biechtte op dat het erg vroeg voor haar was, want ze is eigenlijk geen ochtendmens.",532,N,1.0,N,,,N,,,,,,,,
5590,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-135-SP,Economic,"Marijnissen maakt zich zorgen over zorg, arbeidsmigratie en studieschuldSP-lijsttrekker Lilian **Marijnissen** was te gast bij het NOS Radio 1 Journaal.Ze biechtte op dat het erg vroeg voor haar was, want ze is eigenlijk geen ochtendmens.",633,N,1.0,N,N,,,,,,,,,,
5591,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-141-SP,Immigration,Volgens Marijnissen mijden haar collega-lijsttrekkers het onderwerp liever omdat zij al plannen hebben klaarliggen om na de verkiezingen te gaan bezuinigen op de zorg.Verder wil **Marijnissen** dat er een rem op de arbeidsmigratie wordt gezet.Ze vindt dat er discussie moet komen over het soort werkgelegenheid dat we in Nederland willen.,532,R,1.0,R,,,R,,,,,,,,
5592,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-141-SP,Economic,Volgens Marijnissen mijden haar collega-lijsttrekkers het onderwerp liever omdat zij al plannen hebben klaarliggen om na de verkiezingen te gaan bezuinigen op de zorg.Verder wil **Marijnissen** dat er een rem op de arbeidsmigratie wordt gezet.Ze vindt dat er discussie moet komen over het soort werkgelegenheid dat we in Nederland willen.,633,N,0.5,R,N,,,,,,,,,,
5593,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-144-SP,Immigration,"En dat is wat haar betreft dan niet dat er grote distributiecentra worden neergezet, waarvoor vervolgens personeel uit het buitenland moet worden gehaald, waarvoor dan weer geen goede huisvesting is.**Marijnissen** had het ook over het leenstelstel.Ze kan er niet bij dat er tegen de 'pechgeneratie' werd gezegd dat ze geen leenangst hoefden te hebben, maar dat de rente nu toch fors omgaat.",532,N,1.0,N,,,N,,,,,,,,
5594,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-144-SP,Education,"En dat is wat haar betreft dan niet dat er grote distributiecentra worden neergezet, waarvoor vervolgens personeel uit het buitenland moet worden gehaald, waarvoor dan weer geen goede huisvesting is.**Marijnissen** had het ook over het leenstelstel.Ze kan er niet bij dat er tegen de 'pechgeneratie' werd gezegd dat ze geen leenangst hoefden te hebben, maar dat de rente nu toch fors omgaat.",554,L,1.0,L,,,,,L,,,,,,
5595,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-146-Overig,Education,"Ze kan er niet bij dat er tegen de 'pechgeneratie' werd gezegd dat ze geen leenangst hoefden te hebben, maar dat de rente nu toch fors omgaat.Vrijdag schreef demissionair **minister** Dijkgraaf aan de Tweede Kamer dat hij een motie om de rente te bevriezen waarschijnlijk niet kan uitvoeren,.""En dan vind je het gek dat mensen het vertrouwen in de overheid verliezen?"", vraagt Marijnissen zich af?",555,N,0.5,R,,,,,N,,,,,,
5596,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-147-SP,Education,"Vrijdag schreef demissionair minister Dijkgraaf aan de Tweede Kamer dat hij een motie om de rente te bevriezen waarschijnlijk niet kan uitvoeren,.""En dan vind je het gek dat mensen het vertrouwen in de overheid verliezen?"", vraagt **Marijnissen** zich af?07:59",554,N,1.0,N,,,,,N,,,,,,
5597,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-195-SP,Economic,"Tot nu heeft de SP onder haar leiding nog geen verkiezingen gewonnen, maar Marijnissen blijft ervoor gaan.Ze hamert erop dat de **SP** met 9 zetels nog altijd de tweede oppositiepartij van het land is, en de eerste die het thema 'bestaanszekerheid' op de politieke agenda zette.Het gesprek met Marijnissen is na 08.30 uur in het NOS Radio 1 Journaal.",647,L,1.0,L,L,,,,,,,,,,
5598,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-29-FvD,Economic,"Morgenochtend komt het Planbureau met de traditionele doorrekening, maar de plannen van NSC van Pieter Omtzigt en BBB van Caroline van der Plas zitten daar niet bij.Ook de SP, PVV, Partij voor de Dieren, Denk en **Forum** voor Democratie laten hun voorstellen niet doorrekenen.De partijen hebben kritiek op de economische modellen die het CPB gebruikt om te voorspellen wat de gevolgen van plannen zullen zijn voor de schatkist en de economie.",633,N,1.0,N,N,,,,,,,,,,
5599,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-31-SP,Economic,"De partijen hebben kritiek op de economische modellen die het CPB gebruikt om te voorspellen wat de gevolgen van plannen zullen zijn voor de schatkist en de economie.Volgens SP-leider Lilian **Marijnissen** zijn het ""neoliberale modellen"", waardoor de ideeën van haar partij automatisch slecht uitkomen.De kritiek op de doorrekeningen is er al langer, maar nog nooit was het aantal weigeraars zo groot als nu.",648,N,1.0,N,N,,,,,,,,,,
5600,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-93-CU,CivilRights,"11:37**ChristenUnie** en D66 botsen (opnieuw) over euthanasie bij voltooid levenChristenUnie-lijsttrekker Mirjam Bikker wil dat D66 stopt met ""doordrammen"" van de wet 'Voltooid Leven'.",507,R,1.0,R,,R,,,,,,,,,
5601,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-93-D66,CivilRights,"11:37ChristenUnie en **D66** botsen (opnieuw) over euthanasie bij voltooid levenChristenUnie-lijsttrekker Mirjam Bikker wil dat D66 stopt met ""doordrammen"" van de wet 'Voltooid Leven'.",527,L,1.0,L,L,,,,,,,,,,
5602,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-94-CU,CivilRights,"ChristenUnie en D66 botsen (opnieuw) over euthanasie bij voltooid leven**ChristenUnie-lijsttrekker** Mirjam **Bikker** wil dat D66 stopt met ""doordrammen"" van de wet 'Voltooid Leven'.Die wet moet het voor mensen vanaf 75 jaar mogelijk maken om hulp te krijgen met sterven als zij niet verder willen leven.",507,R,1.0,R,,R,,,,,,,,,
