,unit_id,topic,text,jobids,majority,agreement,NK,NPR,AM,KN,SH,NR,JE,WA,GPT
7102,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-132-D66,CivilRights,Ouderen zouden het als alternatieve route kunnen gaan zien.**D66** schrijft in het aangepaste wetsvoorstel die vrees onterecht te vinden.Het traject bij voltooid leven is 'zelfs zwaarder'.,"507,507",L,1.0,L,,L,,,,,,
7103,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-138-D66,CivilRights,"'Lijden aan het leven' past beter, aldus de Raad.**D66** schrijft in reactie dat er geen goed alternatief is voor de term 'voltooid leven'.Positieve associaties zijn niet gefundeerd, aldus de partij.","507,507",N,1.0,N,,N,,,,,,
7104,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-141-D66,CivilRights,"Het gaat om ouderen die niet zozeer lijden aan het leven maar die de voortzetting van het leven niet wenselijk vinden, wat bij henzelf 'permanente innerlijke spanning en verzet oproept'.Sinds 2021 is Anne-Marijke Podt (48) lid van de Tweede Kamer voor **D66**.Ze is vooral bekend als woordvoerder asiel en migratie.","507,656,661,507",N,0.75,L,,N,N,,,N,,
7105,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-141-D66,Immigration,"Het gaat om ouderen die niet zozeer lijden aan het leven maar die de voortzetting van het leven niet wenselijk vinden, wat bij henzelf 'permanente innerlijke spanning en verzet oproept'.Sinds 2021 is Anne-Marijke Podt (48) lid van de Tweede Kamer voor **D66**.Ze is vooral bekend als woordvoerder asiel en migratie.","532,532",N,1.0,N,,,N,,,,,
7106,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-19-D66,CivilRights,"De 'intensieve en indringende' gesprekken hebben geleid tot een nieuwe, aangepaste versie van de initiatiefwet over voltooid leven.Maandag heeft **D66** het wetsvoorstel naar de Tweede Kamer gestuurd.Ouderen boven de 75 jaar die hun leven 'voltooid achten' moeten de mogelijkheid krijgen om hun leven op een zelfgekozen moment te beëindigen.","507,507",L,1.0,L,,L,,,,,,
7107,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-2-D66,CivilRights,Anne-Marijke Podt interview**D66-Kamerlid** Anne-Marijke Podt reisde het afgelopen jaar door het land om te luisteren en te bevragen:hoe moet het verder met de zelfbeschikking over het levenseinde?,"507,507",N,1.0,N,,N,,,,,,
7108,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-2-Overig,CivilRights,Anne-Marijke Podt interview**D66-Kamerlid** Anne-Marijke Podt reisde het afgelopen jaar door het land om te luisteren en te bevragen:hoe moet het verder met de zelfbeschikking over het levenseinde?,"507,507",N,1.0,N,,N,,,,,,
7109,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-26-D66,CivilRights,"Ook zijn zorgvuldigheidscriteria nader uitgewerkt.Maar op hoofdlijnen is de gedachte achter de wet dezelfde als toen **D66'er** Pia Dijkstra het voorstel voor het eerst presenteerde.Dat was in 2020, alweer drie jaar geleden.","507,507",N,1.0,N,,N,,,,,,
7110,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-32-D66,CivilRights,"Het politieke debat zal niet direct losbarsten.**D66** nam de tijd.""Hoe geef je eigen regie aan mensen over het levenseinde én zorg je tegelijk voor uiterste zorgvuldigheid?","507,662,507,665",L,0.5,N,L,L,N,,,,,
7111,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-50-Overig,CivilRights,"Ik heb volmondig 'ja' gezegd toen de vraag kwam of ik aan de initiatiefwet verder wil werken.""Voor mij als **Kamerlid** is het tegelijk ook een móói thema om mee bezig te zijn.Dit gaat over kwetsbaarheid.","507,507",N,1.0,N,,N,,,,,,
7112,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-53-Denk,CivilRights,"Daar moet de politiek over durven spreken.Ik **denk** dat iedereen in zijn persoonlijke omgeving wel ouderen kent die nadenken over de laatste fase, omdat het dichterbij komt of omdat ze erin zitten.Mijn eigen ouders zijn op leeftijd.","507,507",N,1.0,N,,N,,,,,,
7113,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-6-D66,CivilRights,"Politiek mag het wat stiller zijn geweest, maar in de samenleving is de discussie onder de oppervlakte steeds door blijven gaan.Met een initiatiefwet van **D66** in de hand reisde ze vergaderzaaltjes af.Ze sprak met artsen, juristen, ethici, filosofen, theologen.","507,662,507,666",N,0.75,N,N,L,N,,,,,
7114,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-9-D66,CivilRights,"En met de pleitbezorgers van het eerste uur, de Nederlandse Vereniging voor Vrijwillige Euthanasie.Is het voorstel van **D66** zorgvuldig genoeg?Hoe wegen deskundigen de ethische en juridische dilemma's?","507,662,507,665",N,0.75,N,N,L,N,,,,,
7115,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-32-Denk,CivilRights,"Ik zag naast de klompen de buks al klaarstaan.Ook **Denk** doet aan toneelspel, maar veel grimmiger:twee grote bierdrinkende witte mannen randen een lief meisje met hoofddoek aan, in een bushokje.","509,509,509",N,1.0,N,,N,N,,,,,
7116,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-32-Denk,Immigration,"Ik zag naast de klompen de buks al klaarstaan.Ook **Denk** doet aan toneelspel, maar veel grimmiger:twee grote bierdrinkende witte mannen randen een lief meisje met hoofddoek aan, in een bushokje.","534,534",N,1.0,,N,N,,,,,,
7117,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-35-FvD,Immigration,Er is meer opvallende beeldtaal.**FvD** wisselt een ouderwetse foto van keurig geklede fietsende Nederlanders af met een plaatje vol zwarte mannen op een plein vol palmbomen.En Amsterdam is uit:,"534,534",N,1.0,,N,N,,,,,,
7118,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-40-PvdD,Environment,"Wat verder is blijven hangen, uit m'n hoofd.Van de Partij voor de **Dieren** moet je kiezen tussen een boswandeling of het omzagen van bos.Ja duh.","608,608",N,1.0,N,N,,,,,,,
7119,eb9e649e25512179739da234bfbdc7bbac1d9d938d66571359d52098-16-PVV,Immigration,"Dorothé Kalkman UtrechtRenate van der Bas schrijft dat **Wilders** bij het Jeugdjournaal ongetwijfeld de harten van vele kinderen gestolen heeft omdat hij zo'n groot kattenliefhebber is (Achterop, 15 november).Ik kan haar vertellen dat menig kinderhart enorm bang is geworden voor de plek van de PVV in de Nederlandse maatschappij.","542,542",N,1.0,N,,N,,,,,,
7120,eb9e649e25512179739da234bfbdc7bbac1d9d938d66571359d52098-17-PVV,Immigration,"Renate van der Bas schrijft dat Wilders bij het Jeugdjournaal ongetwijfeld de harten van vele kinderen gestolen heeft omdat hij zo'n groot kattenliefhebber is (Achterop, 15 november).Ik kan haar vertellen dat menig kinderhart enorm bang is geworden voor de plek van de **PVV** in de Nederlandse maatschappij.Mijn dochter denkt dat wij Nederland moeten verlaten als Wilders aan de macht komt.","542,542",N,1.0,N,,N,,,,,,
7121,eb9e649e25512179739da234bfbdc7bbac1d9d938d66571359d52098-18-PVV,Immigration,Ik kan haar vertellen dat menig kinderhart enorm bang is geworden voor de plek van de PVV in de Nederlandse maatschappij.Mijn dochter denkt dat wij Nederland moeten verlaten als **Wilders** aan de macht komt.Ik denk dat hij menig kinderonschuld gestolen heeft.,"548,548",N,0.5,R,,N,,,,,,
7122,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-10-CU,CivilRights,"De ChristenUnie heeft ook na de aanpassingen nog felle kritiek.""De samenleving moet ouderdom eren in plaats van deze 'voltooidlevenwet' faciliteren"", zegt **Bikker**.De regeringspartijen ChristenUnie en D66 botsen vaak over medisch-ethische onderwerpen.","507,507",R,1.0,R,,R,,,,,,
7123,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-104-SP,Economic,"Ze was toen 32 jaar.Tot nu heeft de **SP** onder haar leiding nog geen verkiezingen gewonnen, maar **Marijnissen** blijft ervoor gaan.Ze hamert erop dat de SP met 9 zetels nog altijd de tweede oppositiepartij van het land is, en de eerste die het thema 'bestaanszekerheid' op de politieke agenda zette.","633,633",L,1.0,L,L,,,,,,,
7124,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-105-SP,Economic,"Tot nu heeft de SP onder haar leiding nog geen verkiezingen gewonnen, maar Marijnissen blijft ervoor gaan.Ze hamert erop dat de **SP** met 9 zetels nog altijd de tweede oppositiepartij van het land is, en de eerste die het thema 'bestaanszekerheid' op de politieke agenda zette.Het gesprek met Marijnissen is na 08.30 uur in het NOS Radio 1 Journaal.","633,633",L,1.0,L,L,,,,,,,
7125,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-11-CU,CivilRights,"""De samenleving moet ouderdom eren in plaats van deze 'voltooidlevenwet' faciliteren"", zegt Bikker.De regeringspartijen **ChristenUnie** en D66 botsen vaak over medisch-ethische onderwerpen.Die werden bij de laatste twee formaties min of meer geparkeerd.","507,507",R,1.0,R,,R,,,,,,
7126,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-11-D66,CivilRights,"""De samenleving moet ouderdom eren in plaats van deze 'voltooidlevenwet' faciliteren"", zegt Bikker.De regeringspartijen ChristenUnie en **D66** botsen vaak over medisch-ethische onderwerpen.Die werden bij de laatste twee formaties min of meer geparkeerd.","660,525,525",N,0.6666666666666666,N,L,N,,,,,,
7127,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-2-CU,CivilRights,"11:37**ChristenUnie** en D66 botsen (opnieuw) over euthanasie bij voltooid levenChristenUnie-lijsttrekker Mirjam Bikker wil dat D66 stopt met ""doordrammen"" van de wet 'Voltooid Leven'.","507,507",R,1.0,R,,R,,,,,,
7128,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-NSC,Immigration,"""Zijn eigen kiezer zal hem hopelijk overtuigen"", zegt hij.**Omtzigt** heeft eerder gezegd dat hij weinig zin heeft in regeren met de PVV, omdat de standpunten van die partij ""aan de rechtsstaat raken"".Ook de uitspraak van Wilders dat de scherpe kantjes er vanaf zijn bij hem, veranderde daar niets aan.","548,548",N,1.0,N,,N,,,,,,
7129,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-NSC,CivilRights,"""Zijn eigen kiezer zal hem hopelijk overtuigen"", zegt hij.**Omtzigt** heeft eerder gezegd dat hij weinig zin heeft in regeren met de PVV, omdat de standpunten van die partij ""aan de rechtsstaat raken"".Ook de uitspraak van Wilders dat de scherpe kantjes er vanaf zijn bij hem, veranderde daar niets aan.","524,524",N,1.0,N,,,,N,,,,
7130,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-PVV,CivilRights,"""Zijn eigen kiezer zal hem hopelijk overtuigen"", zegt hij.Omtzigt heeft eerder gezegd dat hij weinig zin heeft in regeren met de **PVV**, omdat de standpunten van die partij ""aan de rechtsstaat raken"".Ook de uitspraak van Wilders dat de scherpe kantjes er vanaf zijn bij hem, veranderde daar niets aan.","507,662,507,666",N,0.75,N,N,R,N,,,,,
7131,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-27-PVV,Immigration,"Omtzigt heeft eerder gezegd dat hij weinig zin heeft in regeren met de PVV, omdat de standpunten van die partij ""aan de rechtsstaat raken"".Ook de uitspraak van **Wilders** dat de scherpe kantjes er vanaf zijn bij hem, veranderde daar niets aan.Wilders zegt nu dat het zonder de PVV moeilijk wordt voor een nieuw kabinet om echt iets aan de asielinstroom te doen.","532,532",N,0.5,R,,,N,,,,,
7132,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-28-PVV,Immigration,"Ook de uitspraak van Wilders dat de scherpe kantjes er vanaf zijn bij hem, veranderde daar niets aan.**Wilders** zegt nu dat het zonder de **PVV** moeilijk wordt voor een nieuw kabinet om echt iets aan de asielinstroom te doen.NSC wil het migratiesaldo terugbrengen tot 50.000 mensen per jaar, de PVV wil het liefst een totale asielstop.","532,532",R,1.0,R,,,R,,,,,
7133,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-29-NSC,Immigration,"Wilders zegt nu dat het zonder de PVV moeilijk wordt voor een nieuw kabinet om echt iets aan de asielinstroom te doen.**NSC** wil het migratiesaldo terugbrengen tot 50.000 mensen per jaar, de PVV wil het liefst een totale asielstop.09:56","532,532",R,1.0,R,,,R,,,,,
7134,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-29-PVV,Immigration,"Wilders zegt nu dat het zonder de PVV moeilijk wordt voor een nieuw kabinet om echt iets aan de asielinstroom te doen.NSC wil het migratiesaldo terugbrengen tot 50.000 mensen per jaar, de **PVV** wil het liefst een totale asielstop.09:56","532,532",R,1.0,R,,,R,,,,,
7135,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-3-CU,CivilRights,"ChristenUnie en D66 botsen (opnieuw) over euthanasie bij voltooid leven**ChristenUnie-lijsttrekker** Mirjam **Bikker** wil dat D66 stopt met ""doordrammen"" van de wet 'Voltooid Leven'.Die wet moet het voor mensen vanaf 75 jaar mogelijk maken om hulp te krijgen met sterven als zij niet verder willen leven.","507,507",R,1.0,R,,R,,,,,,
7136,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-3-D66,CivilRights,"ChristenUnie en D66 botsen (opnieuw) over euthanasie bij voltooid levenChristenUnie-lijsttrekker Mirjam Bikker wil dat **D66** stopt met ""doordrammen"" van de wet 'Voltooid Leven'.Die wet moet het voor mensen vanaf 75 jaar mogelijk maken om hulp te krijgen met sterven als zij niet verder willen leven.","507,507",L,1.0,L,,L,,,,,,
7137,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-3-Overig,CivilRights,"ChristenUnie en D66 botsen (opnieuw) over euthanasie bij voltooid leven**ChristenUnie-lijsttrekker** Mirjam Bikker wil dat D66 stopt met ""doordrammen"" van de wet 'Voltooid Leven'.Die wet moet het voor mensen vanaf 75 jaar mogelijk maken om hulp te krijgen met sterven als zij niet verder willen leven.","507,507",R,1.0,R,,R,,,,,,
7138,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-43-SP,Immigration,"09:00**Marijnissen** maakt zich zorgen over zorg, arbeidsmigratie en studieschuldSP-lijsttrekker Lilian Marijnissen was te gast bij het NOS Radio 1 Journaal.","532,532",N,1.0,N,,,N,,,,,
7139,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-43-SP,Economic,"09:00**Marijnissen** maakt zich zorgen over zorg, arbeidsmigratie en studieschuldSP-lijsttrekker Lilian Marijnissen was te gast bij het NOS Radio 1 Journaal.","633,633",N,1.0,N,N,,,,,,,
7140,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-44-Overig,Immigration,"Marijnissen maakt zich zorgen over zorg, arbeidsmigratie en studieschuld**SP-lijsttrekker** Lilian Marijnissen was te gast bij het NOS Radio 1 Journaal.Ze biechtte op dat het erg vroeg voor haar was, want ze is eigenlijk geen ochtendmens.","532,532",N,1.0,N,,,N,,,,,
7141,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-44-Overig,Economic,"Marijnissen maakt zich zorgen over zorg, arbeidsmigratie en studieschuld**SP-lijsttrekker** Lilian Marijnissen was te gast bij het NOS Radio 1 Journaal.Ze biechtte op dat het erg vroeg voor haar was, want ze is eigenlijk geen ochtendmens.","633,633",N,1.0,N,N,,,,,,,
7142,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-44-SP,Immigration,"Marijnissen maakt zich zorgen over zorg, arbeidsmigratie en studieschuldSP-lijsttrekker Lilian **Marijnissen** was te gast bij het NOS Radio 1 Journaal.Ze biechtte op dat het erg vroeg voor haar was, want ze is eigenlijk geen ochtendmens.","532,532",N,1.0,N,,,N,,,,,
7143,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-44-SP,Economic,"Marijnissen maakt zich zorgen over zorg, arbeidsmigratie en studieschuldSP-lijsttrekker Lilian **Marijnissen** was te gast bij het NOS Radio 1 Journaal.Ze biechtte op dat het erg vroeg voor haar was, want ze is eigenlijk geen ochtendmens.","633,633",N,1.0,N,N,,,,,,,
7144,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-5-D66,CivilRights,"Die wet moet het voor mensen vanaf 75 jaar mogelijk maken om hulp te krijgen met sterven als zij niet verder willen leven.**D66** heeft het wetsvoorstel na kritiek van de Raad van State aangepast en vandaag bij de Tweede Kamer ingediend.Een belangrijke wijziging is dat mensen die vinden dat hun leven voltooid is, een traject van ten minste een half jaar moeten doorlopen.","507,507",L,1.0,L,,L,,,,,,
7145,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-50-SP,Immigration,Volgens Marijnissen mijden haar collega-lijsttrekkers het onderwerp liever omdat zij al plannen hebben klaarliggen om na de verkiezingen te gaan bezuinigen op de zorg.Verder wil **Marijnissen** dat er een rem op de arbeidsmigratie wordt gezet.Ze vindt dat er discussie moet komen over het soort werkgelegenheid dat we in Nederland willen.,"532,532",R,1.0,R,,,R,,,,,
7146,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-50-SP,Economic,Volgens Marijnissen mijden haar collega-lijsttrekkers het onderwerp liever omdat zij al plannen hebben klaarliggen om na de verkiezingen te gaan bezuinigen op de zorg.Verder wil **Marijnissen** dat er een rem op de arbeidsmigratie wordt gezet.Ze vindt dat er discussie moet komen over het soort werkgelegenheid dat we in Nederland willen.,"633,633",N,0.5,R,N,,,,,,,
7147,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-53-SP,Immigration,"En dat is wat haar betreft dan niet dat er grote distributiecentra worden neergezet, waarvoor vervolgens personeel uit het buitenland moet worden gehaald, waarvoor dan weer geen goede huisvesting is.**Marijnissen** had het ook over het leenstelstel.Ze kan er niet bij dat er tegen de 'pechgeneratie' werd gezegd dat ze geen leenangst hoefden te hebben, maar dat de rente nu toch fors omgaat.","532,532",N,1.0,N,,,N,,,,,
7148,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-53-SP,Education,"En dat is wat haar betreft dan niet dat er grote distributiecentra worden neergezet, waarvoor vervolgens personeel uit het buitenland moet worden gehaald, waarvoor dan weer geen goede huisvesting is.**Marijnissen** had het ook over het leenstelstel.Ze kan er niet bij dat er tegen de 'pechgeneratie' werd gezegd dat ze geen leenangst hoefden te hebben, maar dat de rente nu toch fors omgaat.","554,554",L,1.0,L,,,,,L,,,
7149,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-56-SP,Education,"Vrijdag schreef demissionair minister Dijkgraaf aan de Tweede Kamer dat hij een motie om de rente te bevriezen waarschijnlijk niet kan uitvoeren,.""En dan vind je het gek dat mensen het vertrouwen in de overheid verliezen?"", vraagt **Marijnissen** zich af?07:59","554,554",N,1.0,N,,,,,N,,,
7150,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-9-CU,CivilRights,"Daarnaast moet er een arts bij betrokken worden.De **ChristenUnie** heeft ook na de aanpassingen nog felle kritiek.""De samenleving moet ouderdom eren in plaats van deze 'voltooidlevenwet' faciliteren"", zegt Bikker.","525,525",R,1.0,R,R,,,,,,,
7151,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-95-SP,Economic,"Regeringsdeelname was lange tijd onbespreekbaar, maar wordt de laatste jaren niet meer uitgesloten.De **SP** komt op voor mensen met lage inkomens.Belangrijke thema's zijn huren en de zorg.","633,633",L,0.5,L,N,,,,,,,
7153,eca19c69179006158af954ab00dca1363e9bf521dd84a0c3b0199694-10-D66,CivilRights,"die maakte zich zorgen over de consistentie van de doodswens, en over de vraag waardoor die precies wordt ingegeven.**D66** heeft daarnaar geluisterd.De kern van het wetsvoorstel blijft zelfbeschikking, maar de bedenktijd gaat van twee naar zes maanden.","660,512,512",L,0.6666666666666666,,,L,N,L,,,,
7154,eca19c69179006158af954ab00dca1363e9bf521dd84a0c3b0199694-20-D66,CivilRights,"Mensen kunnen ook 'lijden aan het leven' zonder dat sprake is van een ongeneeslijke lichamelijke of psychiatrische aandoening.Op dit lijden probeert **D66** antwoord te geven, terecht, want dat lijden kan heel reëel en ook in deze gevallen ondraaglijk zijn.Tegelijkertijd:","512,512",N,1.0,,,,N,N,,,,
7156,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-27-GL/PvdA,Environment,"het uitblijven ervan zal voor menig kopstuk het einde van de Haagse carrière inluiden.Maar wie zag hoe makkelijk **Timmermans** het stikstofjaartal uit zijn eigen verkiezingsprogramma het raam uitgooide, hoezeer het Midden-Oosten de partij merkbaar verdeelt en hoe rammelend de verhalen van de emeritus klimaatpaus over kernenergie zijn, weet dat de eenheid niet meer dan een dun laagje vernis betreft.Dit alles werd bijeengehouden door de belofte van het premierschap en kabinetsdeelname, de troefkaart waarmee de politiek ervaren expat Timmermans ons land van de afgrond zou wegtrekken.","624,623,624",N,1.0,N,,,N,,,N,,
7157,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-28-GL/PvdA,Environment,"Maar wie zag hoe makkelijk Timmermans het stikstofjaartal uit zijn eigen verkiezingsprogramma het raam uitgooide, hoezeer het Midden-Oosten de partij merkbaar verdeelt en hoe rammelend de verhalen van de emeritus klimaatpaus over kernenergie zijn, weet dat de eenheid niet meer dan een dun laagje vernis betreft.Dit alles werd bijeengehouden door de belofte van het premierschap en kabinetsdeelname, de troefkaart waarmee de politiek ervaren expat **Timmermans** ons land van de afgrond zou wegtrekken.Bij het vermeend verloren zelfvertrouwen van de Nederlanders en zijn gepoch met al die gesprekken met gewone mensen waar hij de afgelopen weken sinds zijn ’terugkeer’ over vertelde, valt vooral het geforceerde karakter op van een politicus die maar één ding zoekt.","610,610",N,1.0,N,,N,,,,,,
7158,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-33-D66,Environment,"Nadat hij was teruggekeerd uit Spanje, opende Timmermans terstond de aanval.Niet op de koplopers, maar op het kwakkelende **D66** van klimaatminister Rob **Jetten**, dat in peilingen zeteltjes lijkt af te snoepen van PvdA/GL.Timmermans’ bewering dat het kabinet van VVD, D66, CDA en CU niets aan klimaatbeleid heeft gedaan zal er als koek ingaan bij de klimaat- en anti-Israël-demonstranten waar hij zich zondag op de Amsterdamse Stadhouderskade bij aansloot.","610,673,610,676",N,0.5,R,R,N,N,,,,,
7159,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-33-GL/PvdA,Environment,"Nadat hij was teruggekeerd uit Spanje, opende Timmermans terstond de aanval.Niet op de koplopers, maar op het kwakkelende D66 van klimaatminister Rob Jetten, dat in peilingen zeteltjes lijkt af te snoepen van **PvdA/GL.**Timmermans’ bewering dat het kabinet van VVD, D66, CDA en CU niets aan klimaatbeleid heeft gedaan zal er als koek ingaan bij de klimaat- en anti-Israël-demonstranten waar hij zich zondag op de Amsterdamse Stadhouderskade bij aansloot.","610,610",L,1.0,L,,L,,,,,,
7160,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-CU,Environment,"Niet op de koplopers, maar op het kwakkelende D66 van klimaatminister Rob Jetten, dat in peilingen zeteltjes lijkt af te snoepen van PvdA/GL.Timmermans’ bewering dat het kabinet van VVD, D66, CDA en **CU** niets aan klimaatbeleid heeft gedaan zal er als koek ingaan bij de klimaat- en anti-Israël-demonstranten waar hij zich zondag op de Amsterdamse Stadhouderskade bij aansloot.Waar is het evenwel geenszins.","669,622,622,675",N,0.5,N,,N,L,,,R,,
7161,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-D66,Environment,"Niet op de koplopers, maar op het kwakkelende D66 van klimaatminister Rob Jetten, dat in peilingen zeteltjes lijkt af te snoepen van PvdA/GL.Timmermans’ bewering dat het kabinet van VVD, **D66**, CDA en CU niets aan klimaatbeleid heeft gedaan zal er als koek ingaan bij de klimaat- en anti-Israël-demonstranten waar hij zich zondag op de Amsterdamse Stadhouderskade bij aansloot.Waar is het evenwel geenszins.","610,672,610,677",N,0.75,R,N,N,N,,,,,
7162,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-GL/PvdA,Environment,"Niet op de koplopers, maar op het kwakkelende D66 van klimaatminister Rob Jetten, dat in peilingen zeteltjes lijkt af te snoepen van PvdA/GL.**Timmermans’** bewering dat het kabinet van VVD, D66, CDA en CU niets aan klimaatbeleid heeft gedaan zal er als koek ingaan bij de klimaat- en anti-Israël-demonstranten waar hij zich zondag op de Amsterdamse Stadhouderskade bij aansloot.Waar is het evenwel geenszins.","610,673,610,676",L,0.75,R,L,L,L,,,,,
7163,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-VVD,Environment,"Niet op de koplopers, maar op het kwakkelende D66 van klimaatminister Rob Jetten, dat in peilingen zeteltjes lijkt af te snoepen van PvdA/GL.Timmermans’ bewering dat het kabinet van **VVD**, D66, CDA en CU niets aan klimaatbeleid heeft gedaan zal er als koek ingaan bij de klimaat- en anti-Israël-demonstranten waar hij zich zondag op de Amsterdamse Stadhouderskade bij aansloot.Waar is het evenwel geenszins.","610,673,610,677",N,0.75,R,N,N,N,,,,,
7164,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-37-GL/PvdA,Environment,"Klimaatbeleid is een van de weinige grote projecten waarbij Rutte IV juist wel grote stappen zette.**Timmermans** ’heeft een zonnesteek in Málaga opgelopen’ of ’last van zijn jetlag’, klonk dan ook snerend in kabinetskringen.’s Avonds rectificeerde PvdA/GL het ’niets doen’ in ’te weinig stappen’.","610,673,610,677",N,0.75,N,N,L,N,,,,,
7165,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-6-D66,Environment,"Terwijl minister Piet Adema (Landbouw) schaamteloos en kennelijk zonder sanctie het stikstofbeleid van zijn eigen kabinet ten grave draagt, heerst er ook vrolijkheid in het demissionaire kabinet-Rutte IV.Zo kreeg **D66-minister** Rob **Jetten** (Klimaat) de lachers op zijn hand toen hij vrijdag in de marge van de ministerraad opmerkte dat PvdA/GL-leider Frans Timmermans dit weekend naar Benidorm, het bejaardenoord aan de Spaanse kust, zou afreizen.Benidorm?","610,610",N,1.0,N,,N,,,,,,
7166,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-6-Overig,Environment,"Terwijl minister Piet Adema (Landbouw) schaamteloos en kennelijk zonder sanctie het stikstofbeleid van zijn eigen kabinet ten grave draagt, heerst er ook vrolijkheid in het demissionaire kabinet-Rutte IV.Zo kreeg **D66-minister** Rob Jetten (Klimaat) de lachers op zijn hand toen hij vrijdag in de marge van de ministerraad opmerkte dat PvdA/GL-leider Frans Timmermans dit weekend naar Benidorm, het bejaardenoord aan de Spaanse kust, zou afreizen.Benidorm?","610,610",N,1.0,N,,N,,,,,,
7167,edcaf8560c0d0232c5717b98d2e1920e66c96911ac152fabca57e1bc-6-CDA,Environment,Ammoniak maakt het mogelijk om waterstof in vloeibare vorm te vervoeren en op te slaan.De provinciale **CDA-fractie** en Partij voor de Dieren hebben vragen gesteld over de kwestie.anp,"620,620",N,1.0,,,,N,,,N,,
7168,edcaf8560c0d0232c5717b98d2e1920e66c96911ac152fabca57e1bc-6-PvdD,Environment,Ammoniak maakt het mogelijk om waterstof in vloeibare vorm te vervoeren en op te slaan.De provinciale CDA-fractie en Partij voor de **Dieren** hebben vragen gesteld over de kwestie.anp,"620,620",N,1.0,,,,N,,,N,,
