jobid,unit_id,coder,variable,value,topic,stance
507,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-6-D66,NK,stance,Geen/Ander/Neutraal,CivilRights,N
666,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-6-D66,NPR,stance,Geen/Ander/Neutraal,CivilRights,N
507,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-9-D66,AM,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
662,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-9-D66,KN,stance,Geen/Ander/Neutraal,CivilRights,N
507,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-9-D66,NK,stance,Geen/Ander/Neutraal,CivilRights,N
665,eab0684932e72cd7c02b8374fbac2ddbefeb53a94345cd209db63e86-9-D66,NPR,stance,Geen/Ander/Neutraal,CivilRights,N
715,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-23-BBB,AM,stance,Geen/Ander/Neutraal,Agriculture,N
715,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-23-BBB,JE,stance,Traditionele Landbouw & landelijke gemeenschappen,Agriculture,R
715,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-23-BBB,NK,stance,Geen/Ander/Neutraal,Agriculture,N
701,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-24-BBB,KN,stance,Geen/Ander/Neutraal,Agriculture,N
701,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-24-BBB,NK,stance,Geen/Ander/Neutraal,Agriculture,N
509,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-32-Denk,AM,stance,Geen/Ander/Neutraal,CivilRights,N
534,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-32-Denk,AM,stance,Geen/Ander/Neutraal,Immigration,N
509,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-32-Denk,KN,stance,Geen/Ander/Neutraal,CivilRights,N
509,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-32-Denk,NK,stance,Geen/Ander/Neutraal,CivilRights,N
534,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-32-Denk,NPR,stance,Geen/Ander/Neutraal,Immigration,N
534,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-35-FvD,AM,stance,Geen/Ander/Neutraal,Immigration,N
534,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-35-FvD,NPR,stance,Geen/Ander/Neutraal,Immigration,N
608,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-40-PvdD,NK,stance,Geen/Ander/Neutraal,Environment,N
608,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-40-PvdD,NPR,stance,Geen/Ander/Neutraal,Environment,N
854,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-49-Volt,NK,stance,Geen/Ander/Neutraal,Defense,N
854,ead91a52583db19ad62ce08533be958c7d99a2dd408ab366932f8e70-49-Volt,NPR,stance,Geen/Ander/Neutraal,Defense,N
542,eb9e649e25512179739da234bfbdc7bbac1d9d938d66571359d52098-16-PVV,AM,stance,Geen/Ander/Neutraal,Immigration,N
542,eb9e649e25512179739da234bfbdc7bbac1d9d938d66571359d52098-16-PVV,NK,stance,Geen/Ander/Neutraal,Immigration,N
542,eb9e649e25512179739da234bfbdc7bbac1d9d938d66571359d52098-17-PVV,AM,stance,Geen/Ander/Neutraal,Immigration,N
542,eb9e649e25512179739da234bfbdc7bbac1d9d938d66571359d52098-17-PVV,NK,stance,Geen/Ander/Neutraal,Immigration,N
548,eb9e649e25512179739da234bfbdc7bbac1d9d938d66571359d52098-18-PVV,AM,stance,Geen/Ander/Neutraal,Immigration,N
768,eb9e649e25512179739da234bfbdc7bbac1d9d938d66571359d52098-18-PVV,KN,stance,Beperken immigratie,Immigration,R
548,eb9e649e25512179739da234bfbdc7bbac1d9d938d66571359d52098-18-PVV,NK,stance,Beperken immigratie,Immigration,R
765,eb9e649e25512179739da234bfbdc7bbac1d9d938d66571359d52098-18-PVV,NPR,stance,Geen/Ander/Neutraal,Immigration,N
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-10-CU,AM,stance,Traditionele waarden,CivilRights,R
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-10-CU,NK,stance,Traditionele waarden,CivilRights,R
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-104-SP,NK,stance,Sociale zekerheid en armoedebestrijding,Economic,L
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-104-SP,NPR,stance,Sociale zekerheid en armoedebestrijding,Economic,L
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-105-SP,NK,stance,Sociale zekerheid en armoedebestrijding,Economic,L
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-105-SP,NPR,stance,Sociale zekerheid en armoedebestrijding,Economic,L
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-11-CU,AM,stance,Traditionele waarden,CivilRights,R
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-11-CU,NK,stance,Traditionele waarden,CivilRights,R
660,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-11-D66,AM,stance,Geen/Ander/Neutraal,CivilRights,N
525,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-11-D66,NK,stance,Geen/Ander/Neutraal,CivilRights,N
525,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-11-D66,NPR,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-2-CU,AM,stance,Traditionele waarden,CivilRights,R
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-2-CU,NK,stance,Traditionele waarden,CivilRights,R
548,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-NSC,AM,stance,Geen/Ander/Neutraal,Immigration,N
524,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-NSC,NK,stance,Geen/Ander/Neutraal,CivilRights,N
548,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-NSC,NK,stance,Geen/Ander/Neutraal,Immigration,N
524,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-NSC,SH,stance,Geen/Ander/Neutraal,CivilRights,N
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-PVV,AM,stance,Traditionele waarden,CivilRights,R
662,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-PVV,KN,stance,Geen/Ander/Neutraal,CivilRights,N
909,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-PVV,KN,stance,Behoud huidige stelsel,Government,R
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-PVV,NK,stance,Geen/Ander/Neutraal,CivilRights,N
909,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-PVV,NK,stance,Behoud huidige stelsel,Government,R
666,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-PVV,NPR,stance,Geen/Ander/Neutraal,CivilRights,N
909,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-26-PVV,NR,stance,Behoud huidige stelsel,Government,R
763,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-27-PVV,AM,stance,Geen/Ander/Neutraal,Immigration,N
770,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-27-PVV,JE,stance,Beperken immigratie,Immigration,R
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-27-PVV,KN,stance,Geen/Ander/Neutraal,Immigration,N
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-27-PVV,NK,stance,Beperken immigratie,Immigration,R
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-28-PVV,KN,stance,Beperken immigratie,Immigration,R
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-28-PVV,NK,stance,Beperken immigratie,Immigration,R
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-29-NSC,KN,stance,Beperken immigratie,Immigration,R
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-29-NSC,NK,stance,Beperken immigratie,Immigration,R
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-29-PVV,KN,stance,Beperken immigratie,Immigration,R
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-29-PVV,NK,stance,Beperken immigratie,Immigration,R
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-3-CU,AM,stance,Traditionele waarden,CivilRights,R
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-3-CU,NK,stance,Traditionele waarden,CivilRights,R
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-3-D66,AM,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-3-D66,NK,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-3-Overig,AM,stance,Traditionele waarden,CivilRights,R
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-3-Overig,NK,stance,Traditionele waarden,CivilRights,R
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-43-SP,KN,stance,Geen/Ander/Neutraal,Immigration,N
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-43-SP,NK,stance,Geen/Ander/Neutraal,Economic,N
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-43-SP,NK,stance,Geen/Ander/Neutraal,Immigration,N
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-43-SP,NPR,stance,Geen/Ander/Neutraal,Economic,N
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-44-Overig,KN,stance,Geen/Ander/Neutraal,Immigration,N
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-44-Overig,NK,stance,Geen/Ander/Neutraal,Economic,N
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-44-Overig,NK,stance,Geen/Ander/Neutraal,Immigration,N
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-44-Overig,NPR,stance,Geen/Ander/Neutraal,Economic,N
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-44-SP,KN,stance,Geen/Ander/Neutraal,Immigration,N
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-44-SP,NK,stance,Geen/Ander/Neutraal,Economic,N
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-44-SP,NK,stance,Geen/Ander/Neutraal,Immigration,N
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-44-SP,NPR,stance,Geen/Ander/Neutraal,Economic,N
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-5-D66,AM,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
507,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-5-D66,NK,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
781,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-50-SP,KN,stance,Geen/Ander/Neutraal,Economic,N
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-50-SP,KN,stance,Beperken immigratie,Immigration,R
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-50-SP,NK,stance,Belastingverlaging & Ondernemers,Economic,R
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-50-SP,NK,stance,Beperken immigratie,Immigration,R
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-50-SP,NPR,stance,Geen/Ander/Neutraal,Economic,N
554,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-53-SP,AM,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-53-SP,KN,stance,Geen/Ander/Neutraal,Education,N
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-53-SP,KN,stance,Geen/Ander/Neutraal,Immigration,N
554,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-53-SP,NK,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
532,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-53-SP,NK,stance,Geen/Ander/Neutraal,Immigration,N
554,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-53-SP,NPR,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-53-SP,NR,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
554,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-53-SP,SH,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
755,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-55-Overig,KN,stance,Geen/Ander/Neutraal,Education,N
755,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-55-Overig,NK,stance,Bezuinigen; Christelijk onderwijs,Education,R
554,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-56-SP,AM,stance,Geen/Ander/Neutraal,Education,N
554,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-56-SP,KN,stance,Geen/Ander/Neutraal,Education,N
909,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-56-SP,KN,stance,Geen/Ander/Neutraal,Government,N
554,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-56-SP,NK,stance,Geen/Ander/Neutraal,Education,N
909,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-56-SP,NK,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
554,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-56-SP,NPR,stance,Geen/Ander/Neutraal,Education,N
554,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-56-SP,NR,stance,Geen/Ander/Neutraal,Education,N
909,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-56-SP,NR,stance,Geen/Ander/Neutraal,Government,N
554,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-56-SP,SH,stance,Geen/Ander/Neutraal,Education,N
525,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-9-CU,NK,stance,Traditionele waarden,CivilRights,R
525,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-9-CU,NPR,stance,Traditionele waarden,CivilRights,R
781,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-95-SP,KN,stance,Sociale zekerheid en armoedebestrijding,Economic,L
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-95-SP,NK,stance,Sociale zekerheid en armoedebestrijding,Economic,L
633,ebc13f2fa4b73a40904f65e2350765bf642403b54324dbe77749abea-95-SP,NPR,stance,Geen/Ander/Neutraal,Economic,N
512,eca19c69179006158af954ab00dca1363e9bf521dd84a0c3b0199694-1-D66,KN,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
512,eca19c69179006158af954ab00dca1363e9bf521dd84a0c3b0199694-1-D66,SH,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
660,eca19c69179006158af954ab00dca1363e9bf521dd84a0c3b0199694-10-D66,AM,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
512,eca19c69179006158af954ab00dca1363e9bf521dd84a0c3b0199694-10-D66,KN,stance,Geen/Ander/Neutraal,CivilRights,N
808,eca19c69179006158af954ab00dca1363e9bf521dd84a0c3b0199694-10-D66,NK,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
512,eca19c69179006158af954ab00dca1363e9bf521dd84a0c3b0199694-10-D66,SH,stance,"Burgerrechten, vrijheid en minderheidsrechten",CivilRights,L
512,eca19c69179006158af954ab00dca1363e9bf521dd84a0c3b0199694-20-D66,KN,stance,Geen/Ander/Neutraal,CivilRights,N
512,eca19c69179006158af954ab00dca1363e9bf521dd84a0c3b0199694-20-D66,SH,stance,Geen/Ander/Neutraal,CivilRights,N
921,ecab8b3c6dd60fd674b335f180a34297e9b1afe99404b57558cf68f2-11-NSC,KN,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
921,ecab8b3c6dd60fd674b335f180a34297e9b1afe99404b57558cf68f2-11-NSC,NK,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
527,ecc811385c1a615802e937042a583acef261da8c8ab72dad42583aaf-1-GL/PvdA,NK,stance,Geen/Ander/Neutraal,CivilRights,N
527,ecc811385c1a615802e937042a583acef261da8c8ab72dad42583aaf-1-GL/PvdA,NPR,stance,Geen/Ander/Neutraal,CivilRights,N
860,ecc811385c1a615802e937042a583acef261da8c8ab72dad42583aaf-4-GL/PvdA,KN,stance,Geen/Ander/Neutraal,Defense,N
860,ecc811385c1a615802e937042a583acef261da8c8ab72dad42583aaf-4-GL/PvdA,NK,stance,Vrede en mensenrechten,Defense,L
624,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-27-GL/PvdA,JE,stance,Geen/Ander/Neutraal,Environment,N
623,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-27-GL/PvdA,KN,stance,Geen/Ander/Neutraal,Environment,N
866,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-27-GL/PvdA,NK,stance,Geen/Ander/Neutraal,Defense,N
624,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-27-GL/PvdA,NK,stance,Geen/Ander/Neutraal,Environment,N
866,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-27-GL/PvdA,SH,stance,Geen/Ander/Neutraal,Defense,N
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-28-GL/PvdA,AM,stance,Geen/Ander/Neutraal,Environment,N
845,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-28-GL/PvdA,KN,stance,Geen/Ander/Neutraal,Defense,N
845,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-28-GL/PvdA,NK,stance,Geen/Ander/Neutraal,Defense,N
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-28-GL/PvdA,NK,stance,Geen/Ander/Neutraal,Environment,N
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-33-D66,AM,stance,Geen/Ander/Neutraal,Environment,N
673,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-33-D66,KN,stance,Geen/Ander/Neutraal,Environment,N
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-33-D66,NK,stance,Fossiele industrie,Environment,R
676,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-33-D66,NPR,stance,Fossiele industrie,Environment,R
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-33-GL/PvdA,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-33-GL/PvdA,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
669,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-CU,AM,stance,Geen/Ander/Neutraal,Environment,N
622,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-CU,JE,stance,Fossiele industrie,Environment,R
622,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-CU,KN,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
675,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-CU,NK,stance,Geen/Ander/Neutraal,Environment,N
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-D66,AM,stance,Geen/Ander/Neutraal,Environment,N
672,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-D66,KN,stance,Geen/Ander/Neutraal,Environment,N
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-D66,NK,stance,Fossiele industrie,Environment,R
677,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-D66,NPR,stance,Geen/Ander/Neutraal,Environment,N
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-GL/PvdA,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
673,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-GL/PvdA,KN,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-GL/PvdA,NK,stance,Fossiele industrie,Environment,R
676,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-GL/PvdA,NPR,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-VVD,AM,stance,Geen/Ander/Neutraal,Environment,N
673,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-VVD,KN,stance,Geen/Ander/Neutraal,Environment,N
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-VVD,NK,stance,Fossiele industrie,Environment,R
677,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-34-VVD,NPR,stance,Geen/Ander/Neutraal,Environment,N
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-37-GL/PvdA,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
673,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-37-GL/PvdA,KN,stance,Geen/Ander/Neutraal,Environment,N
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-37-GL/PvdA,NK,stance,Geen/Ander/Neutraal,Environment,N
677,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-37-GL/PvdA,NPR,stance,Geen/Ander/Neutraal,Environment,N
703,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-5-Overig,KN,stance,Traditionele Landbouw & landelijke gemeenschappen,Agriculture,R
703,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-5-Overig,NK,stance,Traditionele Landbouw & landelijke gemeenschappen,Agriculture,R
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-6-D66,AM,stance,Geen/Ander/Neutraal,Environment,N
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-6-D66,NK,stance,Geen/Ander/Neutraal,Environment,N
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-6-Overig,AM,stance,Geen/Ander/Neutraal,Environment,N
610,ed5e8ad62ff6aa68f7e13cf685e32db0dc09073db9b314b756e6dcda-6-Overig,NK,stance,Geen/Ander/Neutraal,Environment,N
620,edcaf8560c0d0232c5717b98d2e1920e66c96911ac152fabca57e1bc-6-CDA,JE,stance,Geen/Ander/Neutraal,Environment,N
620,edcaf8560c0d0232c5717b98d2e1920e66c96911ac152fabca57e1bc-6-CDA,KN,stance,Geen/Ander/Neutraal,Environment,N
620,edcaf8560c0d0232c5717b98d2e1920e66c96911ac152fabca57e1bc-6-PvdD,JE,stance,Geen/Ander/Neutraal,Environment,N
620,edcaf8560c0d0232c5717b98d2e1920e66c96911ac152fabca57e1bc-6-PvdD,KN,stance,Geen/Ander/Neutraal,Environment,N
849,ee2fb7c01e43b145b4ac6f8eeca8ca49545c60c31b9eee983829078d-51-Overig,NK,stance,Geen/Ander/Neutraal,Defense,N
849,ee2fb7c01e43b145b4ac6f8eeca8ca49545c60c31b9eee983829078d-51-Overig,SH,stance,Geen/Ander/Neutraal,Defense,N
600,ee67a158fee86e5007b5ea70119c2b60ad36e14f6336c242df0019fc-22-PvdD,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
600,ee67a158fee86e5007b5ea70119c2b60ad36e14f6336c242df0019fc-22-PvdD,NR,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
670,ee67a158fee86e5007b5ea70119c2b60ad36e14f6336c242df0019fc-25-Overig,AM,stance,Geen/Ander/Neutraal,Environment,N
672,ee67a158fee86e5007b5ea70119c2b60ad36e14f6336c242df0019fc-25-Overig,KN,stance,Geen/Ander/Neutraal,Environment,N
608,ee67a158fee86e5007b5ea70119c2b60ad36e14f6336c242df0019fc-25-Overig,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
608,ee67a158fee86e5007b5ea70119c2b60ad36e14f6336c242df0019fc-25-Overig,NPR,stance,Geen/Ander/Neutraal,Environment,N
608,ee67a158fee86e5007b5ea70119c2b60ad36e14f6336c242df0019fc-3-PvdD,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
608,ee67a158fee86e5007b5ea70119c2b60ad36e14f6336c242df0019fc-3-PvdD,NPR,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
670,ee67a158fee86e5007b5ea70119c2b60ad36e14f6336c242df0019fc-36-PvdD,AM,stance,Geen/Ander/Neutraal,Environment,N
673,ee67a158fee86e5007b5ea70119c2b60ad36e14f6336c242df0019fc-36-PvdD,KN,stance,Geen/Ander/Neutraal,Environment,N
608,ee67a158fee86e5007b5ea70119c2b60ad36e14f6336c242df0019fc-36-PvdD,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
608,ee67a158fee86e5007b5ea70119c2b60ad36e14f6336c242df0019fc-36-PvdD,NPR,stance,Geen/Ander/Neutraal,Environment,N
529,eea9178eb661fdd2fa136ed8b70c8f739c9c17702b9eeacfdb62d375-14-Denk,NK,stance,Multiculturalisme,Immigration,L
529,eea9178eb661fdd2fa136ed8b70c8f739c9c17702b9eeacfdb62d375-14-Denk,NPR,stance,Multiculturalisme,Immigration,L
550,eea9178eb661fdd2fa136ed8b70c8f739c9c17702b9eeacfdb62d375-20-FvD,AM,stance,Geen/Ander/Neutraal,Immigration,N
550,eea9178eb661fdd2fa136ed8b70c8f739c9c17702b9eeacfdb62d375-20-FvD,NK,stance,Geen/Ander/Neutraal,Immigration,N
529,eea9178eb661fdd2fa136ed8b70c8f739c9c17702b9eeacfdb62d375-31-FvD,NK,stance,Geen/Ander/Neutraal,Immigration,N
