round,unit_id,before,text,after,NR,JF,WvA,agreement,gold_topic,gold_stance,Uitleg,Discussion
2,2486bbff4f939954a9685414f0177fe3e2bd211131f938f0c6d63fcb-2-PVV,De kans is groot dat na de verkiezingen op 22 november 'politieke' partijen met eigen verdienmodellen meer zetels in de Tweede Kamer zullen bezetten.,"Behalve agendasetting op thema's rond immigratie, islam en EU-kritiek hebben **Wilders** en zijn **PVV-collega's** niets bereikt.","Wel souperen ze een aardig bedrag op, alleen aan salarissen al 2,2 miljoen euro per jaar.",Immigratie : Voor,Immigratie : Neutraal,Immigratie : Neutraal,1,Immigratie : Neutraal,,,
2,7a91e8e50f198b477192ef6927b661b4e1c4e016d63c20e8ee10a57c-1-NSC,NA,"Pieter **Omtzigt** domineert al sinds de zomer de campagne en verovert kiezers met onalledaagse plannen over de Grondwet, migratie en belastingen.",Maar wil zijn NSC wel de grootste partij worden?,Beter Bestuur : Voor,Beter Bestuur : Neutraal,Beter Bestuur : Neutraal,1,Beter Bestuur : Voor,,Grondwet wijzigen = bestuurlijke vernieuwing,
2,43b85dc42d25fdc66e505238ca05a4feeb1847bbe5f45358bfcda185-6-VVD,Maar liefst acht op de tien kiezers vinden dat er nu te veel asielzoekers naar ons land komen.,"Dat zijn vooral kiezers aan de rechterkant, zoals die van de **VVD**, PVV, FVD en JA21.","Maar kiezers van middenpartijen als BBB (98 procent), NSC (95 procent) en het CDA (90 procent) denken er niet heel anders over.",Immigratie : Voor,Immigratie : Voor,Immigratie : Tegen,1,Immigratie : Voor,,,
2,1bf16568695001a3948ff5549b3be641976bc219ff494db018d13ba0-15-Overig,Uit een rondgang van NRC in 2022 bleek dat universiteiten niet meer willen groeien.,"Daarom wil demissionair **minister** van Onderwijs, Cultuur en Wetenschap Robbert Dijkgraaf (D66) de instroom van buitenlandse studenten zo snel mogelijk inperken.","Maar dat is lastig, universiteiten mogen studenten afkomstig uit de Europese Unie niet weigeren op basis van nationaliteit.",Immigratie : Voor,Immigratie : Voor,Immigratie : Tegen,1,Immigratie : Voor,,,
2,77a20e404e45b898e63f6fbe4e760f7a46acd4991cac52eb32167434-2-Overig,Voorlopig geen ’Italiaans’ bajesregime,Demissionair **minister** Franc Weerwind wil eerst de keerzijde van het strenge regime onderzoeken.,Foto,Criminaliteits bestrijding veiligheid : Neutraal,Criminaliteits bestrijding veiligheid : Neutraal,Criminaliteits bestrijding veiligheid : Tegen,1,Criminaliteits bestrijding veiligheid : Tegen,,Weerwind gaat voorlopig geen strenger regime invoeren,<<<< hoeveel context
2,5d507454f68f5517a0fcaa774320b915766525947fabfae585baafbd-7-NSC,"Tijdens de verkiezingscampagne speelt pensioen een bijrol, zeker op televisie.","Het is dat Pieter **Omtzigt** er zelf over in debat wilde bij RTL, anders zou het thema nagenoeg onbesproken blijven.",Daarmee wordt een onderwerp gemist dat veel kiezers belangrijk vinden.,Sociale zekerheid : Voor,Sociale zekerheid : Voor,Sociale zekerheid : Neutraal,1,Sociale zekerheid : Neutraal,,,
2,1ed36301b8682cdfbdc981c600b0d4dc65ddd8927d15351f8bbc871e-2-CDA,Stad stopt plots met overlast-app,Jurriaan Limburg (**CDA**) wil weten waarom niet gemeld is dat de samenwerking stopte.,Foto Richard Mouw,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,Criminaliteits bestrijding veiligheid : Voor,1,Ander/geen onderwerp : Neutraal,,,
2,ae17c4a52748ac4de33d3003ff6167a0845771c1dab4e246a8da3d9e-4-Overig,"Daarvoor krijgen de advocaten een vergoeding van de overheid, maar deze is volgens hen te laag, zeker gezien de gestegen kosten.","Demissionair **minister** Franc Weerwind (Rechtsbescherming, D66) compenseert hen hiervoor eenmalig en trekt daarvoor 26 miljoen euro uit, laat hij aan de Tweede Kamer weten.",Die nam onlangs een motie van D66 aan over de extra tegemoetkoming.,Burgerrechten : Voor,Sociale zekerheid : Voor,Burgerrechten : Voor,1,Burgerrechten : Voor,,,
2,9487a55617f581e719f0a7b6081fa4f5cf8f3de925aba411a605166e-15-CDA,Het kabinet wil die impasse doorbreken.,"Woensdag presenteerden demissionair ministers Hugo de Jonge (Volkshuisvesting, **CDA**) en Piet Adema (Landbouw, Natuur en Visserij, ChristenUnie) een plan om de Nederlandse bouwsector in een paar jaar tijd voor een groot deel met biobased materialen te laten werken.","Nu is in gewicht nog zo’n 3 procent van de bouwmaterialen biobased, dat moet in de komende zeven jaar naar 30 procent.",Natuur en Klimaat : Voor,Woning(bouw) : Voor,Woning(bouw) : Voor,1,Natuur en Klimaat : Voor,,cda wil dat bouwsector vergroent,
2,a2e6e5471d38dc8196c322475c5025edfa0d44b60e75f8aafc15b26e-8-BBB,Dat moet de problemen in het overbelaste asielstelsel in het land verminderen.,**BBB** wil het aantal asielzoekers beperken tot vijftienduizend per jaar.,VVD wil pas een maximum afdwingen als er eerst andere besluiten zijn genomen om het aantal asielzoekers in te perken.,Immigratie : Voor,Immigratie : Voor,Immigratie : Tegen,1,Immigratie : Voor,,,
2,71dcd5e18e83462b573d194615323cf1a5880b2026e41549f9d04134-1-GL/PvdA,NA,**’Timmermans** grossiert in onwaarheden’,"De uitlating van PvdA/GL-lijsttrekker Frans Timmermans dat het inmiddels demissionaire kabinet ’niets heeft gedaan’ aan klimaatbeleid, komt hem op een storm van kritiek te staan.",Ander/geen onderwerp : Neutraal,Natuur en Klimaat : Voor,Ander/geen onderwerp : Neutraal,1,Ander/geen onderwerp : Neutraal,,zin geen stelling,
2,2c77ea91eab4f6ce38c64cefd9605379d3f885d8a9662a770dfcce10-2-GL/PvdA,"Heeft een partij deze campagne voor u afgedaan, of heeft u uw stem inmiddels bepaald?",De **PvdA** heeft mijn stem verspeeld door afschaffing van het koningshuis in hun programma op te nemen.,Mijn stem gaat naar Anne-Marijke Podt van D66 vanwege haar inspanningen voor de wet op voltooid leven.,Beter Bestuur : Voor,Overheidsfin. op orde (belastingen) : Voor,Beter Bestuur : Voor,1,Beter Bestuur : Voor,,bestuurlijke vernieuwing,
2,a94c62f398485b50512ce304315673f249e909a3fb89530476b6b2c6-9-VVD,De titels van de onderwijsparagrafen en de paginanummering geven een indicatie voor de prioritering in het programma.,"Zo staat bij de **VVD** 'Nederlands Talent' op pagina 29, GroenLinks-PvdA gaat voor 'Onderwijs voor kansen en ontwikkeling' op pagina 58 en BBB steekt de rest naar de kroon met 'Onderwijs voor iedereen'.",Op pagina 77.,Onderwijs en wetenschap : Neutraal,Onderwijs en wetenschap : Neutraal,Onderwijs en wetenschap : Voor,1,Onderwijs en wetenschap : Neutraal,,staat te weinig om positie te bepalen,
2,f85f96d2aa948b9d022f2544bd506e07c06b24407019647b2bcef69d-4-Overig,Vandaag dit bericht.,"Totaal toondoof,"" zegt **lijsttrekker** Esther Ouwehand van de Partij voor de Dieren.",Zij wil een halvering van de luchtvaart.,Infrastructuur : Tegen,Infrastructuur : Tegen,Ander/geen onderwerp : Neutraal,1,Infrastructuur : Tegen,,,<<< hoeveel context?
2,667fa9db49fc1482d32d804c5db62e04bbca0342794a00a999bbb41e-38-PVV,"Israël van de kaart te vegen, en te veranderen in het Palestina uit het landkaartje dat ook de partij Denk verspreidt.",Dit is niet minder dan het minder-minder waar **Wilders** terecht voor is veroordeeld.,Goed dus als dit leidt tot een uitspraak.,Immigratie : Voor,Immigratie : Voor,Ander/geen onderwerp : Neutraal,1,Immigratie : Voor,,,
2,80d0f4b16365d3e6c93a55d4bf31035451e747c8db00ab3c5bf00aa3-12-NSC,Nederland is mede een aantrekkelijke bestemming omdat veel colleges in het Engels worden gegeven.,Daar wil **NSC-lijsttrekker** Pieter **Omtzigt** paal en perk aan stellen.,Nederlands moet de voertaal zijn en alleen bij uitzondering mag er les in het Engels worden gegeven volgens hem.,Immigratie : Voor,Immigratie : Voor,Immigratie : Tegen,1,Immigratie : Voor,,,
2,033c4cd8fccc2bd59fabd340010e5bfbb02ed7ed36f31a1e1c310d47-25-NSC,"Door onze praktische, nuchtere aard en handelsgeest maken we van ons land het lelijkste land ter wereld.",Pieter **Omtzigt** wil aan dit consumptiefeest een einde maken.,Hij wil de hoeveelheid arbeidsmigranten die in Nederland worden toegelaten beperken tot vijftigduizend.,Immigratie : Voor,Immigratie : Voor,Ander/geen onderwerp : Neutraal,1,Immigratie : Voor,,,<<< hoeveel context?
2,4c3454b355eb010e0dee777ccd2acf9310738f9a8abcf52baaab36f7-2-NSC,Verkiezingen,Pieter **Omtzigt** wil dat het migratiesaldo moet worden beperkt tot 50 duizend mensen per jaar.,"Maar controle over dat saldo is helemaal niet mogelijk, zo bleek jaren geleden al in het Verenigd Koninkrijk.",Immigratie : Voor,Immigratie : Voor,Immigratie : Tegen,1,Immigratie : Voor,,,
2,8eb13e2cdd0ded1a137e69468c4c44b7181ef4d3da18aa30c97ccb18-2-CDA,Opinie,"De overheid moet de markt op afstand houden bij de zorg voor kinderen, stellen Henri **Bontenbal** en Hilbert Bredemeijer.",Commerciële partijen vinden maken van winst belangrijker dan ondersteunen van gezinnen.,Gezondheids (zorg) : Voor,Gezondheids (zorg) : Voor,Sociale zekerheid : Voor,1,Gezondheids (zorg) : Voor,,,<<<< zorg of opvang?
2,59d1256172df510c6e0426471af88f5d5bf827a9792c8e80cf14e30c-8-CDA,Het gemeentebestuur zou dinsdagochtend een besluit nemen over het huisvesten van de asielzoekers.,Zo'n twintig ondernemers stonden daarom dinsdagochtend op de stoep bij het gemeentehuis voor een gesprek met verantwoordelijk wethouder Peter Wormskamp (**CDA**).,"De ondernemers vrezen voor overlast, mochten de jonge asielzoekers er komen.",Immigratie : Neutraal,Immigratie : Neutraal,Ander/geen onderwerp : Neutraal,1,Immigratie : Neutraal,,Ze willen een gesprek over immigratie,
2,02495f7ca1df5eba6c0c60d30602a7a178f60e301e5d5bf22a85f1e2-7-D66,De vondst van de NSDAP-kaart blies de verontwaardiging over Bernhards verleden en diens leugens daarover dan ook nieuw leven in.,"Een mooi moment om de straatnamen van historische context te voorzien', zegt Dirk-Jan van Vliet (**D66**), die daartoe in Utrecht samen met GroenLinks, PvdA, EenUtrecht en PvdD een motie indiende.",Die werd donderdag met een ruime meerderheid aangenomen.,Cultuur : Voor,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Neutraal,1,Cultuur : Voor,,Historisch besef is cultuur,<<<< wokisme
2,06531368c3a9d5cdf1aad913c02c675e36142bd647baf1f3a1f2e8d0-11-FvD,Het leidt ertoe dat partijen die normaliter lijnrecht tegenover elkaar staan zo opeens onder hetzelfde eens- of oneenskamp vallen.,Zo komt een kiezer die op de stelling 'ja' invult waarschijnlijk met enige verbazing tot de conclusie dat hij zich in één kamp bevindt met zowel **FvD** als PvdD.,"De twee partijen, in de Kamer vrijwel volmaakte tegenpolen, zeker op het klimaatbeleid, zeiden allebei ja op de stelling, zij het dat FvD stelt dat 'er geen sprake is van een klimaatcrisis', en de PvdD die klimaatcrisis zo'n beetje het belangrijkste thema vindt.",Natuur en Klimaat : Tegen,Natuur en Klimaat : Tegen,Ander/geen onderwerp : Neutraal,1,Natuur en Klimaat : Tegen,,,<<< hoeveel context?
2,58946b936b0cd84c03b14eecb51300d48e7dece5ddf68a35b70e7a12-13-D66,"De spreidingswet is omstreden, omdat gemeenten ermee gedwongen kunnen worden een asielzoekerscentrum te accepteren, ook als er geen draagvlak is onder de bevolking.","Voor zijn **D66**, CDA, GL-PvdA, SP, PvdD, CU, Denk, Volt en BIJ1.","Tegen zijn VVD, PVV, FvD, BBB, SGP, BVNL, JA21 en NSC.",Immigratie : Tegen,Immigratie : Tegen,Immigratie : Voor,1,Immigratie : Tegen,,,
2,388a0638e8bc6cc290bcc0d3ff13b15bb4fc7927080756d2982e1bf8-2-D66,Nieuws,"**D66** scherpt de criteria van hun wetsvoorstel voltooid leven aan, met een langer en intensiever traject.",Mensen van 75 jaar en ouder die 'klaar' zijn met leven kunnen volgens het voorstel op humane wijze een einde aan hun leven maken.,Burgerrechten : Voor,Burgerrechten : Voor,Burgerrechten : Neutraal,1,Burgerrechten : Voor,,,<< voor een afgezwakt voorstel
2,8824c232997244b811f81c2b484b166be05276236e035cee6afc6ef1-17-CDA,"Want wie te moralistisch denkt en handelt, gaat zelf ten onder.",Onlangs pleitten de **CDA-economen** Lans Bovenberg en Bas van Os van de Stichting Innovatie Economie-Onderwijs (SIEO) in deze krant ervoor moraliteit een integraal onderdeel te laten zijn van het vak economie op de middelbare school.,"Veel politici die een frisse wind willen laten waaien, laten de programma's niet meer in de economische modellen van het Centraal Planbureau zetten.",Onderwijs en wetenschap : Voor,Onderwijs en wetenschap : Voor,Ander/geen onderwerp : Neutraal,1,Onderwijs en wetenschap : Voor,,Zij denken het onderwijs zo te verbeteren,
2,6ff1d3da0e11e7d9677916343b341497e0c2cd466883323a239ac4d9-18-GL/PvdA,"Maar „wel eens gehoord van intersectioneel activisme?”, vraagt Rutger W. Weemhoff, die zich pacifist noemt.","Hij reageert op het „gejammer” van Frans **Timmermans**, die als deelnemer aan de mars zich distantieerde van het pro-Palestijnse activisme.","Dat de Palestijnse kwestie „ook aan de orde gesteld werd is […] juist een teken van kracht”, vindt Weemhoff.",Internat.recht en ontw. samenwerking : Voor,Internat.recht en ontw. samenwerking : Voor,Internat.recht en ontw. samenwerking : Tegen,1,Internat.recht en ontw. samenwerking : Tegen,,Timmermans distantieert zich van het activisme,<<< maar hij doet wel mee aan 'de mars' (<<< maar het is dan weer neit duidelijk waar die mars voor staat)
2,5e6d54789414d202c857cf8a776519af97bee0a41638d69454b66539-2-Overig,"Luchtvaart Amerikaans powerplay en een gepeperde brief vanuit Brussel verpesten de kabinetsplannen voor minder vluchten op Schiphol.,Waar is Mark Harbers?",De **minister** van Infrastructuur en,Waterstaat zou dinsdag spreken op het prestigieuze congres Wings of Change van de internationale luchtvaartorganisatie IATA in Amsterdam.,Ander/geen onderwerp : Neutraal,Infrastructuur : Tegen,Ander/geen onderwerp : Neutraal,1,Ander/geen onderwerp : Neutraal,,,
2,9a7f7f3529825642bb23c7ca8beffbd8ec6a5ec450adf0b627015a0c-25-Denk,Zij trekken liever naar partijen die traditioneel opkomen voor de belangen van etnische minderheden.,"Bij de vorige verkiezingen waren dat **Denk**, Bij1, D66, GroenLinks en PvdA.",In de peilingen blijft,Immigratie : Tegen,Burgerrechten : Voor,Immigratie : Voor,0,Immigratie : Tegen,,,
2,22c5f90b2da6f7fddf9e5f41c07f0395478a960b0d637825e568a013-2-Overig,Goud • Meer boeren dan verwacht hebben duurzame maatregelen genomen in ruil voor Europese subsidie.,**Minister** Adema heeft nu te weinig geld om uit te keren.,Boeren hebben in het afgelopen jaar onverwacht veel geïnvesteerd in duurzaamheidsmaatregelen.,Natuur en Klimaat : Neutraal,Boeren platteland : Neutraal,Natuur en Klimaat : Tegen,0,Natuur en Klimaat : Neutraal,,"duurzame landouw = groen, geen geld hebben is geen stelling",
2,1e2da4a564a6e0c90fa3d199e4a0f1caa3b0e92586e12591418a0394-15-FvD,"Jarenlang galmden in ons parlement kreten als 'kopvodden', 'islamitisch tuig' of 'laffe Afrikaanse en Arabische roedels'.","Rechts Nederland hees Thierry **Baudet** op het schild, ook toen hij al met 'homeopathische verdunning' had geschermd - toch was men verbaasd over het antisemitische app-verkeer van **Baudet** en zijn Forum-kornuiten.",Het had niemand mógen verbazen.,Immigratie : Voor,Burgerrechten : Tegen,Immigratie : Tegen,0,Immigratie : Voor,,"(en antisemitisme, dus burgerrechten als tweede codering)",
2,62fb0fcbd154bae5ee6d2fc1a636d31220e5ef6ffe8f2663db65cc7e-2-FvD,Factcheck,"Met de baten van het resterende gas in de bodem, is het mogelijk alle Groningers in een Lambor- ghini te laten rijden en dan blijft er nog steeds een grote bak met geld over, beweert Thierry **Baudet**.","Maar nee, dat gaat niet lukken.",Natuur en Klimaat : Tegen,Ander/geen onderwerp : Neutraal,Ander/geen onderwerp : Voor,0,Natuur en Klimaat : Tegen,,Voor gas = voor fossiel = tegen groen,
2,53278a4fa5327bc0dda7ca157577e5a7faf9ebfe6c97c6fc32e8ce9f-1-BBB,NA,Einde aan tijdelijke huurcontracten op huizenmarkt ondanks draai **BBB**,Het was twijfelachtig of het voorstel het zou halen.,Woning(bouw) : Neutraal,Woning(bouw) : Voor,Woning(bouw) : Tegen,0,Woning(bouw) : Tegen,,"Ondanks haar draai lukte het, dus zij was tegen",
2,9b4bd28bb8bd21517aa448b3ead2e1e9c7863f4d98b7819f739f02d5-43-GL/PvdA,"Zij zijn er ook van overtuigd dat de meeste overlast wordt veroorzaakt door veiligelanders, asielzoekers die weinig kans maken om te mogen blijven.",Burgemeester Eric van Oosterhout (**PvdA**) gelooft niet dat „meer capaciteit” de problemen in Nieuw-Weerdinge op zal lossen.,"„We hebben al straatcoaches, Veiligheidszorg, boa’s.",Criminaliteits bestrijding veiligheid : Neutraal,Immigratie : Neutraal,Criminaliteits bestrijding veiligheid : Tegen,0,Criminaliteits bestrijding veiligheid : Tegen,,,
2,659387f781971196957db4db5a9915d31a2c816c83700b92f53621c3-5-VVD,"Ging alle aandacht voorheen vooral naar de toestroom van asielzoekers, in deze campagne komen partijen ook met voorstellen om het aantal buitenlandse werknemers drastisch te verminderen.","De **VVD** had eerder weinig moeite met ongebreidelde arbeidsmigratie, maar komt daar nu op terug.","„Aan arbeidsmigratie zijn lang te weinig voorwaarden gesteld”, staat in het verkiezingsprogramma van de liberalen.",Immigratie : Neutraal,Immigratie : Voor,Immigratie : Tegen,0,Immigratie : Voor,,,
2,62cbe1a38c9a71e4d25f62f72c259def7e2f0f785ee190a077dabfb0-2-BBB,Onvoorspelbaar • De Eerste Kamer gaat door met de behandeling van de omstreden spreidingswet.,Door onverwachte steun van **BBB** werd die niet controversieel verklaard.,"Als het op de spreidingswet aankomt, blijft de BoerBurgerBeweging een onvoorspelbare factor.",Immigratie : Neutraal,Immigratie : Tegen,Immigratie : Voor,0,Immigratie : Tegen,,,
2,2a9045ed15ac8141a6ad3e1441e908ea6e1f318c6dcae09495bd0d2a-5-D66,"Van de 17 grootste partijen zijn er maar vier die aparte teksten hebben gemaakt voor laaggeletterde Nederlanders, zo blijkt bij een analyse van de NOS van de websites van de partijen.","**D66** heeft een tekst in 'begrijpelijke' taal, GroenLinks/PvdA in 'heldere' taal en de ChristenUnie in 'gewone taal'.","En dat gaat de Partij voor de Dieren ook doen, maar die is er nog mee bezig.",Beter Bestuur : Voor,Burgerrechten : Voor,Ander/geen onderwerp : Neutraal,0,Beter Bestuur : Voor,,Dit geeft aan dat ze de democratie belangrijk vinden,"<<< Is dit genoeg om een stelling van te maken? Aan de andere kant, een verkiezingsprogramma's met alleen foto's van witte mensen is toch een soort anti-immigratie statement...?"
2,3052e3cdd0d047ff83794b8db5f6fd048ce9f7672bd128794d49058b-67-D66,Ook onderzoekt de omgevingsdienst of de vergunning van beide kooksfabrieken helemaal kan worden ingetrokken.,**D66-Kamerleden** Kiki Hagen en Raoul Boucke stelden onlangs Kamervragen aan staatssecretaris Vivianne Heijnen (Infrastructuur & Waterstaat) over het opnieuw opgedoken pak-rapport uit de jaren zeventig.,"""Het is zonder archiefonderzoek moeilijk om te zeggen wat de overheid toentertijd precies heeft ondernomen in reactie op dit rapport"", reageerde Heijnen vorige week.",Ondernemers klimaat : Neutraal,Ander/geen onderwerp : Neutraal,Natuur en Klimaat : Neutraal,0,Natuur en Klimaat : Neutraal,,Kooksfabrieken zijn niet groen,
2,527c76760d57e43a45ec519f305247e837329c55aa4cf3b7296c0a2e-19-CDA,"Ruzie over asielmigratie leidde de val van kabinet-Rutte IV in, waardoor er op 22 november verkiezingen nodig zijn.",Vlak voor de kabinetsval had het **CDA** al gedreigd om vanwege de stikstofcrisis het kabinet te laten vallen.,Over klimaatmaatregelen bestaat ook al geruime tijd politieke onenigheid.,Natuur en Klimaat : Neutraal,Boeren platteland : Voor,Boeren platteland : Neutraal,0,Boeren platteland : Neutraal,,Kabinet laten vallen op X kan nog beide kanten op,
2,7e723a13e64cde7032539128ee3f91aabd44b59c98eae6d6f67c6a10-72-GL/PvdA,En dat niet straks alsnog de grijze producten van elders geïmporteerd worden.',"Homan, die lang namens **GroenLinks** actief was in de Groningse politiek, vindt het opvallend dat veel Nederlanders een circulaire economie willen, maar niet beseffen welke industrie daarvoor nodig is.",Als je plastic hoogwaardig wilt recyclen dan heb je ook zogeheten krakers nodig die van plastic verpakkingen en andere circulaire grondstoffen weer nieuwe groene bouwstenen maken.,Natuur en Klimaat : Neutraal,Natuur en Klimaat : Voor,Ander/geen onderwerp : Neutraal,0,Natuur en Klimaat : Voor,,Homan is hier voor een circulaire economie,<<< interpretation
2,126040e4cef93d4980423c5311dc379cb489e0a92810bbc43b2221ca-2-GL/PvdA,Geachte lezer,"Dat Frans **Timmermans** zich niet koste wat het kost aan het plan om de stikstofuitstoot in 2030 te halveren wil vasthouden, heeft tot verwarring geleid, niet in het minst bij leden van **PvdA/GL.** Lezers vinden dat hij met twee monden spreekt.",Jan Muijs denkt dat Timmermans alles zal zeggen om ‘zieltjes te winnen’ voor de verkiezingen:,Natuur en Klimaat : Voor,Natuur en Klimaat : Tegen,Boeren platteland : Voor,0,Boeren platteland : Voor,,,
2,a3fb7ba8794c843948e3539fae71e16ea20e182cd63f0cf0bd45cfb2-9-D66,"De druk is hoog bij de laatste debatten, en dat is te merken aan de felle toon tijdens het EenVandaag Verkiezingsdebat voor 1500 jongeren in Ahoy Rotterdam.","Zo verweet Rob **Jetten** (**D66**) de VVD dat Nederland niet te maken heeft met een asielcrisis, 'maar met een VVD-crisis'.","Volgens Jetten was die partij de afgelopen dertien jaar aan de macht, maar is het de VVD niet gelukt om de problemen op te lossen.",Immigratie : Neutraal,Immigratie : Tegen,Immigratie : Voor,0,Immigratie : Tegen,,,
